id;Q;P_ERA5L;PET_ERA5L;ET_ERA5L;P_rav;PET_rav;ET_rav
1;4.715351523087147;3.850524051622996;1.700447790379351;0.7307098161908486;4.1832794290183815;0.6031239734063355;0.6559816190848651
2;3.662222001914708;2.9567049965776864;0.5169171800136892;0.32355646817248457;3.6879548254620125;0.5356458590006845;0.36138398357289525
3;3.027437276142469;2.8827638005031817;0.5111240195352967;0.3402841497706083;3.141028710966405;0.5219533816782596;0.35184105372206603
4;5.0935774864547785;3.0055640476918377;0.3996851115866707;0.248168755732192;4.482676551513299;0.5497642922653622;0.3412381534698869
5;1.9298827640179275;3.028552361396304;0.5783367556468173;0.3392864476386037;2.6058745722108143;0.5813716632443532;0.46129876796714575
6;2.353754284047225;3.041799239543726;0.6689323193916349;0.41053840304182515;3.362481520912547;0.5811169581749049;0.48095513307984794
7;2.31073743940523;2.97654358443096;0.6591926890631937;0.3961809974840906;3.2442087464851266;0.5894897143702826;0.4769372502589907
8;8.934423610192086;5.107065265650437;3.523823442356075;0.7677023827142223;4.959658206304573;0.5420071037442652;0.6802863696906911
9;4.527530905301752;3.271895071777416;0.4328511173597751;0.28595974544916386;3.6152404173449755;0.6270876868432737;0.39396181737457453
11;10.396794113163596;5.9920075477282815;0.6927105224211928;0.3111336391889892;7.110258102708302;0.530996892111884;0.5793503033890779
12;6.350276561689642;3.9771984216459977;0.6903639877597036;0.4544153647930423;5.806368416814301;0.3988387824126269;0.36924061845707845
13;1.4139112784818602;4.237688024826579;3.2944414019715227;0.9300611537057321;5.8629844833880975;0.52320281124498;0.6324598393574297
14;4.493230672790114;5.240261950569779;1.037722361994968;0.5422902175521681;5.726319002515909;0.47459671451827734;0.5176098860441024
15;5.24242358381148;4.259157628724861;0.42883647467621355;0.2999168158365799;5.778691270927661;0.41698094134989994;0.41221122459724124
16;6.354582072065038;3.6756418102754065;0.6837928813013368;0.43274118215493645;5.531165244000645;0.47163424061845716;0.4081607344177806
17;6.963175646979133;3.58919310678048;0.8440199710098245;0.4627556772427122;6.360856015461427;0.2681293283942664;0.27134643259784186
18;3.003762558032252;3.0461503632726123;0.5673170474886806;0.3791270927661367;2.9802736653680113;0.5962512372328104;0.43253343160998214
20;3.734140205826548;4.040870596824238;1.062259536411754;0.658917685709071;4.048143274320131;0.4736064975360467;0.5299799233436759
21;6.31111100633472;4.512007978723404;0.6460716520650814;0.41642991239048804;5.7599262359199;0.47835395807259073;0.4643288485607009
22;1.5066611490005877;2.7020622635018916;1.5954729962160303;0.6374561403508772;2.1921310629514963;0.6924143446852425;0.638360853113175
23;8.71838384117498;6.3906406278517975;4.685802153677678;0.998304435115897;6.806365395145099;0.35885380543894874;0.644988136521263
24;7.481050666810939;4.950721022208701;0.6162488591420748;0.41821417706114994;6.654227715241863;0.49473790690599334;0.5886842105263158
25;10.979481666975731;5.9946416492188765;6.184752778225157;1.2430101465614432;4.425652117893381;0.5065856015461427;0.6658238041552585
26;4.535263043792607;4.472767510837326;0.710284052019165;0.4904506046087155;4.81969016655259;0.5886652977412731;0.6577994524298426
27;4.597700736551896;3.341400510705166;2.428100569632685;0.89020624631703;3.9403370654095466;0.561174818306816;0.7107837360047142
29;7.669133825353106;4.614402663533098;0.5622581276929103;0.3981179005092049;6.687259498629063;0.47282079905992946;0.4702878965922444
30;3.500838721075999;2.9933599824772745;1.4040630818092212;0.6165743073047858;3.9406922571459866;0.5097171175117731;0.5999310042711642
31;3.28152651008655;3.195521017877275;0.618211467224996;0.36348204219681113;3.3717761314221293;0.690101707199227;0.523782412626832
32;1.5044325245389236;2.784117344312918;0.6278075141533711;0.40765139818150625;2.291940641619489;0.6146004460456339;0.4482621375879225
33;2.400312276380433;3.3083209466066887;0.5677860355955409;0.37040387248190887;3.102602581654606;0.6007823195775475;0.5003980050850774
34;6.7796453686503355;3.7688130827290216;0.7124123131567264;0.4651997928074589;5.481237753440876;0.2434001035962705;0.28232943614029893
35;8.33596199638146;5.492383070955966;0.4399783253479352;0.16187885010266942;7.6312468628793075;0.4527070499657769;0.37011978097193704
36;4.512736643029286;4.022932344108814;0.4882485426603074;0.3053939233350998;4.960964052287582;0.4858585938880057;0.4124553965730436
37;4.175479245687676;3.648199644812787;0.7746832914015095;0.38102782299837207;4.996543658428297;0.6496767796359331;0.5847572887376055
38;13.038737360988899;6.694431113616234;0.5868435461792415;0.34948224494725816;10.413569450036235;0.3168797809807553;0.35319510427570655
39;0.8493683603611217;4.221459967441172;2.6150606778155985;0.8607140742933255;5.9566916531004885;0.5018430516501406;0.6128067189581174
40;14.469703523661579;7.145031944021905;0.7024794645573472;0.38107696988135076;10.651145421356862;0.30069455430483727;0.396078491025251
41;3.495387813861791;3.34480701754386;0.48471177944862154;0.31993233082706773;3.414215288220551;0.6828225563909774;0.5074661654135338
42;4.201951256166479;3.747477512710207;0.42659366445052804;0.264477903793508;4.3145260070394995;0.5242643723113023;0.3640438013296832
43;5.926965505267202;5.050602372984485;0.11916945543048371;0.07870094310921813;6.514885305749924;0.41908731365987223;0.260842713720718
44;5.590627877210665;4.31713347164592;0.23604080221300133;0.14798063623789764;5.339371715076072;0.48209163208852;0.29678423236514523
45;3.160982264996052;3.464879761904762;0.49789047619047616;0.3252416666666667;3.341829166666667;0.6079207142857143;0.3887059523809524
46;4.2238311036019764;3.899443512057238;0.24934988075258369;0.17681830227011747;4.351541118275771;0.5969843653387509;0.33655772458263405
47;4.8537614207875155;4.006558158401784;0.3738657336984079;0.24561302099178584;5.223915931447115;0.5633739985802657;0.46290842713720715
48;7.742773214052062;4.622895697522816;0.29957887874837025;0.2013911342894394;7.2541;0.46181264667535854;0.386109517601043
51;3.8360061397820706;4.047913852892864;0.20735900711808727;0.1413816389852163;4.449551743018799;0.599353349151305;0.42114254425990144
