id;Q;P_ERA5L;PET_ERA5L;ET_ERA5L;P_rav;PET_rav;ET_rav
58;3.1430214187398677;4.008124232984046;4.289824412347777;0.950730671197961;4.400500424808836;0.6462556405173228;0.7294779571415085
62;3.4948694740038855;3.687018946446173;0.5845789070200416;0.33123535209725113;4.134140400832329;0.6185004928266346;0.5281721607709998
63;9.299642110995908;5.901516810007818;1.8104808444096951;0.8505160281469898;5.751855746677092;0.4837627052384676;0.7322361219702893
64;2.144204029156692;2.7083598028477547;0.7873548740416211;0.5040224534501643;2.1164722070098576;0.6851967415115005;0.5026998904709749
66;7.835359724723397;6.626525307797538;0.39372093023255816;0.28024623803009574;8.545845417236663;0.3383290013679891;0.35672366621067036
67;3.5036189473414883;3.1193162393162392;1.546068376068376;0.6403076923076922;3.2452444444444444;0.48863384615384614;0.6049367521367521
68;3.1599331381189195;3.8290756859035007;1.0176310312204353;0.6435345316934721;3.430951750236519;0.6048123935666982;0.6921844843897823
70;4.127185643877437;2.93144578313253;1.0602573932092005;0.5325246440306681;3.087502190580504;0.5434978094194962;0.5708652792990143
71;1.8206033250268683;5.075104232469993;0.36900400084228263;0.2531838281743525;6.536019793640766;0.4218898715519056;0.41064645188460736
73;3.378129524675857;3.2222782037239868;0.6017634173055859;0.3792552026286966;3.90463964950712;0.48650711938663743;0.3796111719605696
75;6.70297260259472;5.492980969760168;0.8285896767466111;0.33092805005213766;6.623381908237748;0.39048800834202296;0.4169655891553702
76;2.6781194393289223;5.5605539452495965;1.3310225442834138;0.40994685990338164;6.472408373590983;0.4000222222222222;0.45029146537842196
77;2.217995486800988;3.0985377875136915;0.5498302300109529;0.37456325301204824;2.8539867196056954;0.6200900876232203;0.4645577765607886
78;6.4683020478215765;5.967590738423028;2.3175352002503127;0.8386639549436795;5.689366864831039;0.6979154411764705;0.9621863266583229
79;9.389204378304719;4.656486643437862;1.217762568442011;0.6245561639289862;5.26124962667994;0.5475185830429733;0.6349294839887174
80;4.225181743224228;4.625320766190331;1.125947096381879;0.6495135299483126;4.8497689267254485;0.4682259045302523;0.5299087868653086
82;8.474866037816156;4.054172655715264;6.452629192334018;1.1317650581793293;5.2484986310746065;0.6326658110882957;0.7307126967830253
83;2.6717214312386113;3.17650536407213;0.6647500570645971;0.454592558776535;2.555859849349463;0.6561168682949098;0.5009609678155672
