YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2001;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2002;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2003;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2004;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2005;0.0;0.201;0.0;0.0;0.03;0.0;0.579;0.189
2006;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2007;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2008;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2009;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2010;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2011;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2012;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2013;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2014;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2015;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2016;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2017;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
2018;0.0;0.201;0.0;0.0;0.031;0.0;0.579;0.189
