YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.535;0.0;0.387;0.001;0.0;0.012;0.001
2001;0.0;0.535;0.0;0.385;0.001;0.0;0.012;0.001
2002;0.0;0.536;0.0;0.384;0.002;0.0;0.012;0.001
2003;0.0;0.537;0.0;0.382;0.002;0.0;0.012;0.001
2004;0.0;0.537;0.0;0.381;0.002;0.0;0.012;0.001
2005;0.0;0.538;0.0;0.379;0.002;0.0;0.012;0.001
2006;0.0;0.538;0.0;0.378;0.002;0.0;0.012;0.001
2007;0.0;0.539;0.0;0.376;0.003;0.0;0.012;0.001
2008;0.0;0.54;0.0;0.374;0.003;0.0;0.012;0.001
2009;0.0;0.54;0.0;0.373;0.003;0.0;0.012;0.001
2010;0.0;0.541;0.0;0.371;0.003;0.0;0.012;0.001
2011;0.0;0.541;0.0;0.37;0.003;0.0;0.012;0.001
2012;0.0;0.542;0.0;0.368;0.003;0.0;0.012;0.001
2013;0.0;0.544;0.0;0.366;0.003;0.0;0.012;0.001
2014;0.0;0.545;0.0;0.365;0.003;0.0;0.012;0.001
2015;0.0;0.547;0.0;0.363;0.003;0.0;0.012;0.001
2016;0.0;0.549;0.0;0.361;0.003;0.0;0.012;0.001
2017;0.0;0.55;0.0;0.359;0.003;0.0;0.012;0.001
2018;0.0;0.552;0.0;0.358;0.003;0.0;0.012;0.001
