YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2001;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2002;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2003;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2004;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2005;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2006;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2007;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2008;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2009;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2010;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2011;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2012;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2013;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2014;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2015;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2016;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2017;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
2018;0.001;0.461;0.0;0.0;0.015;0.0;0.249;0.274
