YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.004;0.639;0.0;0.18;0.004;0.0;0.121;0.009
2001;0.004;0.64;0.0;0.179;0.004;0.0;0.121;0.009
2002;0.004;0.641;0.0;0.178;0.004;0.0;0.121;0.009
2003;0.004;0.642;0.0;0.178;0.004;0.0;0.121;0.009
2004;0.004;0.642;0.0;0.177;0.004;0.0;0.121;0.009
2005;0.004;0.643;0.0;0.176;0.004;0.0;0.121;0.009
2006;0.004;0.644;0.0;0.175;0.004;0.0;0.121;0.009
2007;0.004;0.644;0.0;0.175;0.004;0.0;0.121;0.009
2008;0.004;0.644;0.0;0.175;0.004;0.0;0.121;0.009
2009;0.004;0.644;0.0;0.175;0.004;0.0;0.121;0.009
2010;0.004;0.644;0.0;0.174;0.004;0.0;0.121;0.009
2011;0.004;0.644;0.0;0.174;0.004;0.0;0.121;0.009
2012;0.004;0.644;0.0;0.174;0.004;0.0;0.121;0.009
2013;0.004;0.644;0.0;0.174;0.004;0.0;0.121;0.009
2014;0.004;0.645;0.0;0.174;0.004;0.0;0.121;0.009
2015;0.004;0.645;0.0;0.174;0.004;0.0;0.121;0.009
2016;0.004;0.645;0.0;0.173;0.004;0.0;0.121;0.009
2017;0.004;0.645;0.0;0.173;0.004;0.0;0.121;0.009
2018;0.004;0.646;0.0;0.173;0.004;0.0;0.121;0.009
