YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2001;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2002;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2003;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2004;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2005;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2006;0.0;0.845;0.0;0.036;0.004;0.0;0.002;0.044
2007;0.0;0.846;0.0;0.035;0.004;0.0;0.002;0.044
2008;0.0;0.846;0.0;0.035;0.004;0.0;0.002;0.044
2009;0.0;0.846;0.0;0.035;0.004;0.0;0.002;0.044
2010;0.0;0.846;0.0;0.034;0.004;0.0;0.002;0.044
2011;0.0;0.847;0.0;0.034;0.004;0.0;0.002;0.044
2012;0.0;0.847;0.0;0.034;0.004;0.0;0.002;0.044
2013;0.0;0.847;0.0;0.034;0.004;0.0;0.002;0.044
2014;0.0;0.847;0.0;0.034;0.004;0.0;0.002;0.044
2015;0.0;0.847;0.0;0.033;0.004;0.0;0.002;0.044
2016;0.0;0.847;0.0;0.033;0.004;0.0;0.002;0.044
2017;0.0;0.848;0.0;0.033;0.004;0.0;0.002;0.044
2018;0.0;0.848;0.0;0.033;0.004;0.0;0.002;0.044
