YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.618;0.0;0.128;0.033;0.0;0.118;0.0
2001;0.0;0.613;0.0;0.128;0.033;0.0;0.118;0.0
2002;0.0;0.608;0.0;0.127;0.033;0.0;0.117;0.0
2003;0.0;0.604;0.0;0.126;0.033;0.0;0.117;0.0
2004;0.0;0.599;0.0;0.126;0.033;0.0;0.117;0.0
2005;0.0;0.594;0.0;0.125;0.033;0.0;0.117;0.0
2006;0.0;0.589;0.0;0.125;0.034;0.0;0.117;0.001
2007;0.0;0.59;0.0;0.123;0.033;0.0;0.117;0.001
2008;0.0;0.591;0.0;0.122;0.033;0.0;0.117;0.001
2009;0.0;0.592;0.0;0.12;0.033;0.0;0.117;0.001
2010;0.0;0.593;0.0;0.119;0.033;0.0;0.117;0.001
2011;0.0;0.593;0.0;0.118;0.033;0.0;0.117;0.001
2012;0.0;0.594;0.0;0.116;0.033;0.0;0.117;0.001
2013;0.0;0.594;0.0;0.115;0.033;0.0;0.117;0.001
2014;0.0;0.594;0.0;0.114;0.033;0.0;0.117;0.001
2015;0.0;0.594;0.0;0.113;0.033;0.0;0.117;0.001
2016;0.0;0.595;0.0;0.112;0.033;0.0;0.117;0.001
2017;0.0;0.595;0.0;0.111;0.033;0.0;0.117;0.001
2018;0.0;0.595;0.0;0.11;0.033;0.0;0.117;0.001
