YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2001;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2002;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2003;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2004;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2005;0.0;0.209;0.0;0.0;0.039;0.0;0.752;0.0
2006;0.0;0.208;0.0;0.0;0.039;0.0;0.753;0.0
2007;0.0;0.207;0.0;0.0;0.086;0.0;0.708;0.0
2008;0.0;0.205;0.0;0.0;0.132;0.0;0.663;0.0
2009;0.0;0.203;0.0;0.0;0.179;0.0;0.618;0.0
2010;0.0;0.201;0.0;0.0;0.226;0.0;0.573;0.0
2011;0.0;0.199;0.0;0.0;0.272;0.0;0.529;0.0
2012;0.0;0.197;0.0;0.0;0.319;0.0;0.484;0.0
2013;0.0;0.197;0.0;0.0;0.32;0.0;0.483;0.0
2014;0.0;0.197;0.0;0.0;0.32;0.0;0.482;0.0
2015;0.0;0.197;0.0;0.0;0.321;0.0;0.481;0.0
2016;0.0;0.197;0.0;0.0;0.322;0.0;0.48;0.0
2017;0.0;0.197;0.0;0.0;0.323;0.0;0.48;0.0
2018;0.0;0.197;0.0;0.0;0.324;0.0;0.479;0.0
