YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.278;0.0;0.584;0.001;0.0;0.0;0.0
2001;0.0;0.278;0.0;0.583;0.001;0.0;0.0;0.0
2002;0.0;0.279;0.0;0.582;0.001;0.0;0.0;0.0
2003;0.0;0.28;0.0;0.581;0.001;0.0;0.0;0.0
2004;0.0;0.28;0.0;0.58;0.001;0.0;0.0;0.0
2005;0.0;0.281;0.0;0.579;0.001;0.0;0.0;0.0
2006;0.0;0.282;0.0;0.577;0.0;0.0;0.0;0.0
2007;0.0;0.282;0.0;0.576;0.0;0.0;0.0;0.0
2008;0.0;0.283;0.0;0.575;0.0;0.0;0.0;0.0
2009;0.0;0.283;0.0;0.574;0.0;0.0;0.0;0.0
2010;0.0;0.283;0.0;0.573;0.0;0.0;0.0;0.0
2011;0.0;0.284;0.0;0.572;0.0;0.0;0.0;0.0
2012;0.0;0.284;0.0;0.571;0.0;0.0;0.0;0.0
2013;0.0;0.293;0.0;0.569;0.0;0.0;0.0;0.0
2014;0.0;0.301;0.0;0.568;0.0;0.0;0.0;0.0
2015;0.0;0.309;0.0;0.567;0.0;0.0;0.0;0.0
2016;0.0;0.317;0.0;0.566;0.0;0.0;0.0;0.0
2017;0.0;0.326;0.0;0.564;0.0;0.0;0.0;0.0
2018;0.0;0.334;0.0;0.563;0.0;0.0;0.0;0.0
