YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.578;0.0;0.0;0.005;0.0;0.379;0.0
2001;0.0;0.577;0.0;0.0;0.005;0.0;0.38;0.0
2002;0.0;0.576;0.0;0.0;0.005;0.0;0.38;0.0
2003;0.0;0.575;0.0;0.0;0.005;0.0;0.38;0.0
2004;0.0;0.574;0.0;0.0;0.005;0.0;0.38;0.0
2005;0.0;0.573;0.0;0.0;0.005;0.0;0.381;0.0
2006;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2007;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2008;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2009;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2010;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2011;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2012;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2013;0.0;0.572;0.0;0.0;0.005;0.0;0.381;0.0
2014;0.0;0.571;0.0;0.0;0.005;0.0;0.381;0.0
2015;0.0;0.571;0.0;0.0;0.005;0.0;0.381;0.0
2016;0.0;0.57;0.0;0.0;0.005;0.0;0.381;0.0
2017;0.0;0.57;0.0;0.0;0.005;0.0;0.381;0.0
2018;0.0;0.569;0.0;0.0;0.005;0.0;0.381;0.0
