YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2001;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2002;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2003;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2004;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2005;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2006;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2007;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2008;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2009;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2010;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2011;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2012;0.0;0.419;0.0;0.0;0.0;0.0;0.56;0.0
2013;0.0;0.413;0.0;0.0;0.013;0.0;0.556;0.0
2014;0.0;0.406;0.0;0.0;0.025;0.0;0.551;0.0
2015;0.0;0.399;0.0;0.0;0.037;0.0;0.547;0.0
2016;0.0;0.392;0.0;0.0;0.049;0.0;0.543;0.0
2017;0.0;0.386;0.0;0.0;0.061;0.0;0.538;0.0
2018;0.0;0.379;0.0;0.0;0.073;0.0;0.534;0.0
