YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.453;0.0;0.443;0.0;0.0;0.0;0.021
2001;0.0;0.454;0.0;0.441;0.0;0.0;0.0;0.021
2002;0.0;0.455;0.0;0.44;0.0;0.0;0.0;0.021
2003;0.0;0.456;0.0;0.439;0.0;0.0;0.0;0.021
2004;0.0;0.457;0.0;0.438;0.0;0.0;0.0;0.021
2005;0.0;0.458;0.0;0.437;0.0;0.0;0.0;0.021
2006;0.0;0.458;0.0;0.436;0.0;0.0;0.0;0.021
2007;0.0;0.461;0.0;0.433;0.0;0.0;0.0;0.021
2008;0.0;0.463;0.0;0.431;0.0;0.0;0.0;0.021
2009;0.0;0.466;0.0;0.428;0.0;0.0;0.0;0.021
2010;0.0;0.469;0.0;0.425;0.0;0.0;0.0;0.021
2011;0.0;0.471;0.0;0.422;0.0;0.0;0.0;0.021
2012;0.0;0.474;0.0;0.42;0.0;0.0;0.0;0.021
2013;0.0;0.475;0.0;0.418;0.0;0.0;0.0;0.021
2014;0.0;0.476;0.0;0.417;0.0;0.0;0.0;0.021
2015;0.0;0.477;0.0;0.415;0.0;0.0;0.0;0.021
2016;0.0;0.479;0.0;0.414;0.0;0.0;0.0;0.021
2017;0.0;0.48;0.0;0.413;0.0;0.0;0.0;0.021
2018;0.0;0.481;0.0;0.411;0.0;0.0;0.0;0.021
