YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.003;0.593;0.0;0.057;0.006;0.0;0.27;0.029
2001;0.003;0.593;0.0;0.057;0.006;0.0;0.27;0.029
2002;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2003;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2004;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2005;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2006;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2007;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2008;0.003;0.594;0.0;0.056;0.006;0.0;0.27;0.029
2009;0.003;0.594;0.0;0.055;0.006;0.0;0.27;0.029
2010;0.003;0.594;0.0;0.055;0.006;0.0;0.27;0.029
2011;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2012;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2013;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2014;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2015;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2016;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2017;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
2018;0.003;0.595;0.0;0.055;0.006;0.0;0.27;0.029
