YYYY;MM;DD;qobs;qc_flag
1965;8;17;17.83;40
1965;8;18;17.83;40
1965;8;19;17.83;40
1965;8;20;17.83;40
1965;8;21;17.83;40
1965;8;22;17.83;40
1965;8;23;17.83;40
1965;8;24;17.83;40
1965;8;25;17.83;40
1965;8;26;17.83;40
1965;8;27;17.83;40
1965;8;28;17.46;40
1965;8;29;17.83;40
1965;8;30;17.46;40
1965;8;31;17.46;40
1965;9;1;17.46;40
1965;9;2;17.46;40
1965;9;3;17.46;40
1965;9;4;17.46;40
1965;9;5;17.46;40
1965;9;6;17.46;40
1965;9;7;17.46;40
1965;9;8;17.46;40
1965;9;9;17.46;40
1965;9;10;17.46;40
1965;9;11;17.46;40
1965;9;12;17.83;40
1965;9;13;17.83;40
1965;9;14;17.83;40
1965;9;15;17.83;40
1965;9;16;17.83;40
1965;9;17;17.83;40
1965;9;18;17.83;40
1965;9;19;17.83;40
1965;9;20;17.83;40
1965;9;21;17.83;40
1965;9;22;17.83;40
1965;9;23;17.83;40
1965;9;24;17.83;40
1965;9;25;18.2;40
1965;9;26;17.83;40
1965;9;27;17.83;40
1965;9;28;17.83;40
1965;9;29;17.83;40
1965;9;30;17.83;40
1965;10;1;17.83;40
1965;10;2;17.83;40
1965;10;3;17.83;40
1965;10;4;17.83;40
1965;10;5;17.83;40
1965;10;6;17.83;40
1965;10;7;17.83;40
1965;10;8;17.83;40
1965;10;9;17.83;40
1965;10;10;17.83;40
1965;10;11;17.83;40
1965;10;12;17.46;40
1965;10;13;17.83;40
1965;10;14;17.46;40
1965;10;15;17.46;40
1965;10;16;17.46;40
1965;10;17;17.46;40
1965;10;18;17.46;40
1965;10;19;17.09;40
1965;10;20;17.09;40
1965;10;21;17.46;40
1965;10;22;17.46;40
1965;10;23;17.46;40
1965;10;24;17.09;40
1965;10;25;17.46;40
1965;10;26;17.46;40
1965;10;27;17.46;40
1965;10;28;17.46;40
1965;10;29;17.09;40
1965;10;30;17.83;40
1965;10;31;17.46;40
1965;11;1;17.09;40
1965;11;2;17.09;40
