YYYY;MM;DD;qobs;qc_flag
1959;3;16;119.41;40.0
1959;3;17;117.71;40.0
1959;3;18;109.41;40.0
1959;3;19;103.0;40.0
1959;3;20;129.84;40.0
1959;3;21;153.99;40.0
1959;3;22;197.42;40.0
1959;3;23;208.58;40.0
1959;3;24;180.23;40.0
1959;3;25;155.93;40.0
1959;3;26;138.88;40.0
1959;3;27;128.07;40.0
1959;3;28;117.71;40.0
1959;3;29;104.58;40.0
1959;3;30;96.78;40.0
1959;3;31;76.57;40.0
1959;4;1;76.57;40.0
1959;4;2;76.57;40.0
1959;4;3;75.22;40.0
1959;4;4;73.88;40.0
1959;4;5;75.22;40.0
1959;4;6;66.11;40.0
1959;4;7;59.96;40.0
1959;4;8;73.88;40.0
1959;4;9;68.65;40.0
1959;4;10;71.24;40.0
1959;4;11;71.24;40.0
1959;4;12;68.65;40.0
1959;4;13;67.37;40.0
1959;4;14;56.42;40.0
1959;4;15;71.24;40.0
1959;4;16;73.88;40.0
1959;4;17;71.24;40.0
1959;4;18;67.37;40.0
1959;4;19;64.85;40.0
1959;4;20;66.11;40.0
1959;4;21;71.24;40.0
1959;4;22;77.94;40.0
1959;4;23;90.76;40.0
1959;4;24;109.41;40.0
1959;4;25;106.18;40.0
1959;4;26;92.25;40.0
1959;4;27;82.1;40.0
1959;4;28;83.51;40.0
1959;4;29;80.7;40.0
1959;4;30;76.57;40.0
1959;5;1;75.22;40.0
1959;5;2;73.88;40.0
1959;5;3;71.24;40.0
1959;5;4;72.56;40.0
1959;5;5;71.24;40.0
1959;5;6;64.85;40.0
1959;5;7;63.61;40.0
1959;5;8;73.88;40.0
1959;5;9;86.38;40.0
1959;5;10;93.75;40.0
1959;5;11;107.79;40.0
1959;5;12;148.23;40.0
1959;5;13;220.04;40.0
1959;5;14;243.91;40.0
1959;5;15;217.73;40.0
1959;5;16;213.13;40.0
1959;5;17;222.37;40.0
1959;5;18;227.07;40.0
1959;5;19;215.42;40.0
1959;5;20;197.42;40.0
1959;5;21;182.33;40.0
1959;5;22;182.33;40.0
1959;5;23;182.33;40.0
1959;5;24;199.63;40.0
1959;5;25;195.23;40.0
1959;5;26;176.05;40.0
1959;5;27;155.93;40.0
1959;5;28;142.58;40.0
1959;5;29;129.84;40.0
1959;5;30;122.83;40.0
1959;5;31;119.41;40.0
1959;6;1;114.35;40.0
1959;6;2;124.57;40.0
1959;6;3;148.23;40.0
1959;6;4;142.58;40.0
1959;6;5;155.93;40.0
1959;6;6;217.73;40.0
1959;6;7;180.23;40.0
1959;6;8;138.88;40.0
1959;6;9;111.05;40.0
1959;6;10;103.0;40.0
1959;6;11;122.83;40.0
1959;6;12;155.93;40.0
1959;6;13;135.23;40.0
1959;6;14;138.88;40.0
1959;6;15;144.45;40.0
1959;6;16;148.23;40.0
1959;6;17;137.05;40.0
