;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;25.942;530.321
1891;;;;25.897;529.398
1892;;;;25.852;528.475
1893;;;;25.807;527.553
1894;;;;25.761;526.63
1895;;;;25.716;525.707
1896;;;;25.671;524.784
1897;;;;25.626;523.861
1898;;;;25.581;522.938
1899;;;;25.536;522.016
1900;;;;25.491;521.093
1901;;;;25.445;520.17
1902;;;;25.4;519.247
1903;;;;25.355;518.324
1904;;;;25.31;517.401
1905;;;;25.265;516.478
1906;;;;25.22;515.556
1907;;;;25.175;514.633
1908;;;;25.129;513.71
1909;;;;25.084;512.787
1910;;;;25.039;511.864
1911;;;;24.994;510.941
1912;;;;24.949;510.019
1913;;;;24.904;509.096
1914;;;;24.859;508.173
1915;;;;24.813;507.25
1916;;;;24.768;506.327
1917;;;;24.723;505.404
1918;;;;24.678;504.481
1919;;;;24.633;503.559
1920;;;;24.588;502.636
1921;;;;24.543;501.713
1922;;;;24.497;500.79
1923;;;;24.452;499.867
1924;;;;24.407;498.944
1925;;;;24.362;498.022
1926;;;;24.317;497.099
1927;;;;24.272;496.176
1928;;;;24.227;495.253
1929;;;;24.181;494.33
1930;;;;24.136;493.407
1931;;;;24.091;492.484
1932;;;;24.046;491.562
1933;;;;24.001;490.639
1934;;;;23.956;489.716
1935;;;;23.911;488.793
1936;;;;23.865;487.87
1937;;;;23.82;486.947
1938;;;;23.775;486.025
1939;;;;23.73;485.102
1940;;;;23.685;484.179
1941;;;;23.64;483.256
1942;;;;23.595;482.333
1943;;;;23.549;481.41
1944;;;;23.504;480.487
1945;;;;23.459;479.565
1946;;;;23.434;479.052
1947;;;;23.409;478.539
1948;;;;23.384;478.027
1949;;;;23.359;477.514
1950;;;;23.334;477.002
1951;;;;23.309;476.489
1952;;;;23.284;475.977
1953;;;;23.259;475.464
1954;;;;23.233;474.951
1955;;;;23.208;474.439
1956;;;;23.183;473.926
1957;;;;23.158;473.414
1958;;;;23.133;472.901
1959;;;;23.108;472.389
1960;;;;23.083;471.876
1961;;;;23.058;471.363
1962;;;;23.033;470.851
1963;;;;23.008;470.338
1964;;;;22.983;469.826
1965;;;;22.958;469.313
1966;;;;22.933;468.801
1967;;;;22.908;468.288
1968;;;;22.882;467.775
1969;;;;22.857;467.263
1970;;;;22.832;466.75
1971;;;;22.815;466.395
1972;;;;22.798;466.039
1973;;;;22.78;465.684
1974;;;;22.763;465.328
1975;;;;22.745;464.973
1976;;;;22.728;464.617
1977;;;;22.711;464.262
1978;;;;22.693;463.906
1979;;;;22.676;463.551
1980;;;;22.658;463.195
1981;;;;22.641;462.84
1982;;;;22.624;462.484
1983;;;;22.606;462.129
1984;;;;22.589;461.773
1985;;;;22.571;461.418
1986;;;;22.554;461.062
1987;;;;22.537;460.707
1988;;;;22.519;460.351
1989;;;;22.502;459.996
1990;;;;22.484;459.64
1991;;;;22.467;459.285
1992;;;;22.45;458.929
1993;;;;22.432;458.574
1994;;;;22.415;458.218
1995;;;;22.398;457.863
1996;;;;22.38;457.507
1997;;;;22.363;457.152
1998;;;;22.345;456.796
1999;;;;22.328;456.441
2000;;;;22.311;456.085
2001;;;;22.202;453.869
2002;;;;22.094;451.653
2003;;;;21.985;449.437
2004;;;;21.877;447.221
2005;;;;21.769;445.005
2006;;;;21.66;442.789
2007;;;;21.552;440.573
2008;;;;21.443;438.357
2009;;;;21.335;436.141
2010;;;;21.227;433.924
2011;;;;21.118;431.708
2012;;;;21.01;429.492
2013;;;;20.901;427.276
2014;;;;20.793;425.06
2015;;;;20.705;423.263
2016;;;;20.617;421.466
2017;;;;20.529;419.668
2018;;;;20.462;418.287
2019;;;;20.394;416.905
