;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;0.987;1.12
1891;;;;0.981;1.113
1892;;;;0.975;1.107
1893;;;;0.969;1.1
1894;;;;0.963;1.094
1895;;;;0.958;1.087
1896;;;;0.952;1.08
1897;;;;0.946;1.074
1898;;;;0.94;1.067
1899;;;;0.934;1.06
1900;;;;0.928;1.054
1901;;;;0.923;1.047
1902;;;;0.917;1.041
1903;;;;0.911;1.034
1904;;;;0.905;1.027
1905;;;;0.899;1.021
1906;;;;0.893;1.014
1907;;;;0.888;1.007
1908;;;;0.882;1.001
1909;;;;0.876;0.994
1910;;;;0.87;0.988
1911;;;;0.864;0.981
1912;;;;0.858;0.974
1913;;;;0.853;0.968
1914;;;;0.847;0.961
1915;;;;0.841;0.954
1916;;;;0.835;0.948
1917;;;;0.829;0.941
1918;;;;0.823;0.935
1919;;;;0.818;0.928
1920;;;;0.812;0.921
1921;;;;0.806;0.915
1922;;;;0.8;0.908
1923;;;;0.794;0.901
1924;;;;0.788;0.895
1925;;;;0.783;0.888
1926;;;;0.777;0.882
1927;;;;0.771;0.875
1928;;;;0.765;0.868
1929;;;;0.759;0.862
1930;;;;0.753;0.855
1931;;;;0.747;0.848
1932;;;;0.742;0.842
1933;;;;0.736;0.835
1934;;;;0.73;0.829
1935;;;;0.724;0.822
1936;;;;0.718;0.815
1937;;;;0.712;0.809
1938;;;;0.707;0.802
1939;;;;0.701;0.795
1940;;;;0.695;0.789
1941;;;;0.689;0.782
1942;;;;0.683;0.776
1943;;;;0.677;0.769
1944;;;;0.672;0.762
1945;;;;0.666;0.756
1946;;;;0.66;0.749
1947;;;;0.654;0.742
1948;;;;0.648;0.736
1949;;;;0.642;0.729
1950;;;;0.637;0.723
1951;;;;0.631;0.716
1952;;;;0.625;0.709
1953;;;;0.619;0.703
1954;;;;0.613;0.696
1955;;;;0.607;0.689
1956;;;;0.602;0.683
1957;;;;0.596;0.676
1958;;;;0.59;0.67
1959;;;;0.584;0.663
1960;;;;0.578;0.656
1961;;;;0.572;0.65
1962;;;;0.566;0.643
1963;;;;0.561;0.636
1964;;;;0.555;0.63
1965;;;;0.549;0.623
1966;;;;0.543;0.616
1967;;;;0.537;0.61
1968;;;;0.531;0.603
1969;;;;0.526;0.597
1970;;;;0.52;0.59
1971;;;;0.514;0.583
1972;;;;0.508;0.577
1973;;;;0.502;0.57
1974;;;;0.496;0.563
1975;;;;0.491;0.557
1976;;;;0.485;0.55
1977;;;;0.479;0.544
1978;;;;0.473;0.537
1979;;;;0.467;0.53
1980;;;;0.461;0.524
1981;;;;0.456;0.517
1982;;;;0.45;0.51
1983;;;;0.444;0.504
1984;;;;0.438;0.497
1985;;;;0.432;0.491
1986;;;;0.426;0.484
1987;;;;0.421;0.477
1988;;;;0.415;0.471
1989;;;;0.409;0.464
1990;;;;0.403;0.457
1991;;;;0.397;0.451
1992;;;;0.391;0.444
1993;;;;0.386;0.438
1994;;;;0.38;0.431
1995;;;;0.374;0.424
1996;;;;0.368;0.418
1997;;;;0.362;0.411
1998;;;;0.356;0.404
1999;;;;0.35;0.398
2000;;;;0.345;0.391
2001;;;;0.33;0.375
2002;;;;0.316;0.358
2003;;;;0.301;0.342
2004;;;;0.287;0.326
2005;;;;0.272;0.309
2006;;;;0.258;0.293
2007;;;;0.243;0.276
2008;;;;0.229;0.26
2009;;;;0.215;0.244
2010;;;;0.2;0.227
2011;;;;0.186;0.211
2012;;;;0.171;0.194
2013;;;;0.157;0.178
2014;;;;0.142;0.162
2015;;;;0.146;0.166
2016;;;;0.15;0.17
2017;;;;0.154;0.175
2018;;;;0.153;0.173
2019;;;;0.151;0.172
