;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;57.67;174.368
1891;;;;57.539;173.971
1892;;;;57.407;173.574
1893;;;;57.276;173.177
1894;;;;57.145;172.78
1895;;;;57.013;172.383
1896;;;;56.882;171.986
1897;;;;56.751;171.589
1898;;;;56.619;171.191
1899;;;;56.488;170.794
1900;;;;56.357;170.397
1901;;;;56.225;170.0
1902;;;;56.094;169.603
1903;;;;55.963;169.206
1904;;;;55.831;168.809
1905;;;;55.7;168.412
1906;;;;55.569;168.015
1907;;;;55.437;167.618
1908;;;;55.306;167.221
1909;;;;55.175;166.824
1910;;;;55.043;166.427
1911;;;;54.912;166.03
1912;;;;54.781;165.632
1913;;;;54.649;165.235
1914;;;;54.518;164.838
1915;;;;54.387;164.441
1916;;;;54.255;164.044
1917;;;;54.124;163.647
1918;;;;53.993;163.25
1919;;;;53.861;162.853
1920;;;;53.73;162.456
1921;;;;53.599;162.059
1922;;;;53.467;161.662
1923;;;;53.336;161.265
1924;;;;53.205;160.868
1925;;;;53.074;160.471
1926;;;;52.942;160.073
1927;;;;52.811;159.676
1928;;;;52.68;159.279
1929;;;;52.548;158.882
1930;;;;52.417;158.485
1931;;;;52.286;158.088
1932;;;;52.154;157.691
1933;;;;52.023;157.294
1934;;;;51.892;156.897
1935;;;;51.76;156.5
1936;;;;51.629;156.103
1937;;;;51.498;155.706
1938;;;;51.366;155.309
1939;;;;51.235;154.912
1940;;;;51.104;154.514
1941;;;;50.972;154.117
1942;;;;50.841;153.72
1943;;;;50.71;153.323
1944;;;;50.578;152.926
1945;;;;50.447;152.529
1946;;;;50.454;152.549
1947;;;;50.46;152.569
1948;;;;50.467;152.589
1949;;;;50.473;152.609
1950;;;;50.48;152.629
1951;;;;50.487;152.649
1952;;;;50.493;152.669
1953;;;;50.5;152.689
1954;;;;50.507;152.709
1955;;;;50.513;152.729
1956;;;;50.52;152.749
1957;;;;50.526;152.769
1958;;;;50.533;152.789
1959;;;;50.54;152.809
1960;;;;50.546;152.829
1961;;;;50.553;152.849
1962;;;;50.559;152.869
1963;;;;50.566;152.889
1964;;;;50.573;152.909
1965;;;;50.579;152.929
1966;;;;50.586;152.949
1967;;;;50.592;152.969
1968;;;;50.599;152.989
1969;;;;50.606;153.009
1970;;;;50.612;153.029
1971;;;;50.468;152.592
1972;;;;50.323;152.154
1973;;;;50.178;151.717
1974;;;;50.034;151.28
1975;;;;49.889;150.842
1976;;;;49.744;150.405
1977;;;;49.6;149.968
1978;;;;49.455;149.53
1979;;;;49.311;149.093
1980;;;;49.166;148.656
1981;;;;49.021;148.218
1982;;;;48.877;147.781
1983;;;;48.732;147.343
1984;;;;48.587;146.906
1985;;;;48.443;146.469
1986;;;;48.298;146.031
1987;;;;48.153;145.594
1988;;;;48.009;145.157
1989;;;;47.864;144.719
1990;;;;47.719;144.282
1991;;;;47.575;143.845
1992;;;;47.43;143.407
1993;;;;47.285;142.97
1994;;;;47.141;142.533
1995;;;;46.996;142.095
1996;;;;46.851;141.658
1997;-1.9297134;-3.2469058;1.3171924;46.707;141.221
1998;-1.0796257;-2.4762206;1.3965949;46.562;140.783
1999;-0.47184265;-1.9805444;1.5087018;46.418;140.346
2000;-1.3751968;-2.601267;1.2260703;46.273;139.908
2001;0.5059103;-1.7743889;2.2802992;45.997;139.074
2002;-0.48326123;-2.2221894;1.7389282;45.721;138.239
2003;-0.66483235;-3.158203;2.4933705;45.444;137.404
2004;-0.826679;-2.546346;1.719667;45.168;136.569
2005;-1.8466471;-3.0564258;1.2097787;44.892;135.734
2006;-0.9765593;-2.84917;1.8726107;44.616;134.899
2007;-0.18385673;-2.1061873;1.9223306;44.34;134.064
2008;-0.8505657;-2.7617948;1.9112291;44.064;133.229
2009;-0.19559765;-2.3026311;2.1070335;43.787;132.394
2010;-1.3058068;-3.2382538;1.9324471;43.511;131.559
2011;0.760031;-1.3426375;2.1026685;43.235;130.724
2012;-0.72543347;-2.6117954;1.886362;42.959;129.889
2013;-0.27894115;-2.5616755;2.2827344;42.683;129.054
2014;-0.086452484;-2.4436667;2.3572142;42.407;128.219
2015;0.9469663;-1.388282;2.3352482;42.232;127.692
2016;-0.6675458;-2.488562;1.8210163;42.058;127.165
2017;-0.15709949;-2.2774153;2.1203158;41.884;126.639
2018;-0.020678282;-2.2019405;2.1812623;41.712;126.117
2019;-0.68007445;-2.521766;1.8416915;41.539;125.596
2020;-0.6821351;-2.5206015;1.8384664;41.539;125.596
2021;-1.4059687;-3.2457345;1.8397658;41.539;125.596
2022;-0.24782276;-2.448615;2.2007923;41.539;125.596
