;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;60.434;403.265
1891;;;;60.409;403.1
1892;;;;60.384;402.935
1893;;;;60.36;402.77
1894;;;;60.335;402.605
1895;;;;60.31;402.441
1896;;;;60.285;402.276
1897;;;;60.261;402.111
1898;;;;60.236;401.946
1899;;;;60.211;401.781
1900;;;;60.187;401.617
1901;;;;60.162;401.452
1902;;;;60.137;401.287
1903;;;;60.113;401.122
1904;;;;60.088;400.957
1905;;;;60.063;400.792
1906;;;;60.038;400.628
1907;;;;60.014;400.463
1908;;;;59.989;400.298
1909;;;;59.964;400.133
1910;;;;59.94;399.968
1911;;;;59.915;399.804
1912;;;;59.89;399.639
1913;;;;59.866;399.474
1914;;;;59.841;399.309
1915;;;;59.816;399.144
1916;;;;59.791;398.979
1917;;;;59.767;398.815
1918;;;;59.742;398.65
1919;;;;59.717;398.485
1920;;;;59.693;398.32
1921;;;;59.668;398.155
1922;;;;59.643;397.991
1923;;;;59.619;397.826
1924;;;;59.594;397.661
1925;;;;59.569;397.496
1926;;;;59.544;397.331
1927;;;;59.52;397.166
1928;;;;59.495;397.002
1929;;;;59.47;396.837
1930;;;;59.446;396.672
1931;;;;59.421;396.507
1932;;;;59.396;396.342
1933;;;;59.372;396.177
1934;;;;59.347;396.013
1935;;;;59.322;395.848
1936;;;;59.297;395.683
1937;;;;59.273;395.518
1938;;;;59.248;395.353
1939;;;;59.223;395.189
1940;;;;59.199;395.024
1941;;;;59.174;394.859
1942;;;;59.149;394.694
1943;;;;59.125;394.529
1944;;;;59.1;394.364
1945;;;;59.075;394.2
1946;;;;58.979;393.561
1947;;;;58.884;392.923
1948;;;;58.788;392.285
1949;;;;58.692;391.646
1950;;;;58.597;391.008
1951;;;;58.501;390.369
1952;;;;58.405;389.731
1953;;;;58.31;389.093
1954;;;;58.214;388.454
1955;;;;58.118;387.816
1956;;;;58.023;387.177
1957;;;;57.927;386.539
1958;;;;57.831;385.901
1959;;;;57.736;385.262
1960;;;;57.64;384.624
1961;;;;57.544;383.986
1962;;;;57.449;383.347
1963;;;;57.353;382.709
1964;;;;57.257;382.07
1965;;;;57.162;381.432
1966;;;;57.066;380.794
1967;;;;56.97;380.155
1968;;;;56.875;379.517
1969;;;;56.779;378.878
1970;;;;56.683;378.24
1971;;;;56.724;378.512
1972;;;;56.765;378.784
1973;;;;56.806;379.056
1974;;;;56.847;379.328
1975;;;;56.887;379.6
1976;;;;56.928;379.872
1977;;;;56.969;380.145
1978;;;;57.01;380.417
1979;;;;57.05;380.689
1980;;;;57.091;380.961
1981;;;;57.132;381.233
1982;;;;57.173;381.505
1983;;;;57.213;381.777
1984;;;;57.254;382.049
1985;;;;57.295;382.321
1986;;;;57.336;382.593
1987;;;;57.377;382.865
1988;;;;57.417;383.137
1989;;;;57.458;383.409
1990;;;;57.499;383.681
1991;;;;57.54;383.954
1992;;;;57.58;384.226
1993;;;;57.621;384.498
1994;;;;57.662;384.77
1995;;;;57.703;385.042
1996;;;;57.744;385.314
1997;-0.8632915;-2.2906253;1.4273338;57.784;385.586
1998;-0.6093676;-1.6690685;1.0597008;57.825;385.858
1999;-0.03292346;-1.3513306;1.3184072;57.866;386.13
2000;-0.27729702;-1.6852485;1.4079515;57.907;386.402
2001;-0.5353352;-1.4857714;0.95043623;57.698;385.008
2002;0.09370959;-1.3525237;1.4462333;57.489;383.613
2003;-0.61687267;-2.4000359;1.7831632;57.28;382.219
2004;-0.36338162;-1.8606949;1.4973133;57.071;380.824
2005;-0.30835617;-1.6336113;1.3252552;56.862;379.43
2006;-0.025075436;-1.750152;1.7250766;56.653;378.036
2007;0.07418978;-1.5479687;1.6221585;56.444;376.641
2008;-0.26946664;-2.0817566;1.81229;56.235;375.247
2009;0.23446119;-1.5837522;1.8182133;56.026;373.852
2010;-2.6059318;-4.0313435;1.4254117;55.817;372.458
2011;-0.6285002;-2.5624578;1.9339576;55.608;371.064
2012;-0.18777823;-1.8718704;1.6840922;55.399;369.669
2013;-0.3031659;-1.5381167;1.2349508;55.19;368.275
2014;-0.69219565;-1.966916;1.2747203;54.981;366.88
2015;1.1989398;-0.9304548;2.1293945;54.74;365.272
2016;-0.51563776;-1.9401704;1.4245327;54.499;363.665
2017;0.19110489;-1.6574794;1.8485843;54.258;362.057
2018;0.4317515;-1.2356366;1.6673881;54.124;361.159
2019;-1.3717693;-2.8520129;1.4802436;53.989;360.261
2020;-0.123987675;-1.6168731;1.4928855;53.989;360.261
2021;-1.2257704;-2.4613302;1.2355598;53.989;360.261
2022;0.32952273;-1.6072282;1.9367509;53.989;360.261
