;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;1.537;15.327
1891;;;;1.533;15.29
1892;;;;1.53;15.254
1893;;;;1.526;15.217
1894;;;;1.522;15.18
1895;;;;1.519;15.144
1896;;;;1.515;15.107
1897;;;;1.511;15.07
1898;;;;1.508;15.034
1899;;;;1.504;14.997
1900;;;;1.5;14.96
1901;;;;1.497;14.923
1902;;;;1.493;14.887
1903;;;;1.489;14.85
1904;;;;1.485;14.813
1905;;;;1.482;14.777
1906;;;;1.478;14.74
1907;;;;1.474;14.703
1908;;;;1.471;14.667
1909;;;;1.467;14.63
1910;;;;1.463;14.593
1911;;;;1.46;14.557
1912;;;;1.456;14.52
1913;;;;1.452;14.483
1914;;;;1.449;14.446
1915;;;;1.445;14.41
1916;;;;1.441;14.373
1917;;;;1.438;14.336
1918;;;;1.434;14.3
1919;;;;1.43;14.263
1920;;;;1.427;14.226
1921;;;;1.423;14.19
1922;;;;1.419;14.153
1923;;;;1.416;14.116
1924;;;;1.412;14.079
1925;;;;1.408;14.043
1926;;;;1.405;14.006
1927;;;;1.401;13.969
1928;;;;1.397;13.933
1929;;;;1.393;13.896
1930;;;;1.39;13.859
1931;;;;1.386;13.823
1932;;;;1.382;13.786
1933;;;;1.379;13.749
1934;;;;1.375;13.712
1935;;;;1.371;13.676
1936;;;;1.368;13.639
1937;;;;1.364;13.602
1938;;;;1.36;13.566
1939;;;;1.357;13.529
1940;;;;1.353;13.492
1941;;;;1.349;13.456
1942;;;;1.346;13.419
1943;;;;1.342;13.382
1944;;;;1.338;13.345
1945;;;;1.335;13.309
1946;;;;1.332;13.285
1947;;;;1.33;13.262
1948;;;;1.328;13.238
1949;;;;1.325;13.215
1950;;;;1.323;13.191
1951;;;;1.32;13.168
1952;;;;1.318;13.144
1953;;;;1.316;13.121
1954;;;;1.313;13.097
1955;;;;1.311;13.074
1956;;;;1.309;13.05
1957;;;;1.306;13.027
1958;;;;1.304;13.004
1959;;;;1.302;12.98
1960;;;;1.299;12.957
1961;;;;1.297;12.933
1962;;;;1.295;12.91
1963;;;;1.292;12.886
1964;;;;1.29;12.863
1965;;;;1.288;12.839
1966;;;;1.285;12.816
1967;;;;1.283;12.792
1968;;;;1.28;12.769
1969;;;;1.278;12.745
1970;;;;1.276;12.722
1971;;;;1.273;12.696
1972;;;;1.271;12.671
1973;;;;1.268;12.645
1974;;;;1.265;12.62
1975;;;;1.263;12.594
1976;;;;1.26;12.568
1977;;;;1.258;12.543
1978;;;;1.255;12.517
1979;;;;1.253;12.492
1980;;;;1.25;12.466
1981;;;;1.248;12.441
1982;;;;1.245;12.415
1983;;;;1.242;12.39
1984;;;;1.24;12.364
1985;;;;1.237;12.338
1986;;;;1.235;12.313
1987;;;;1.232;12.287
1988;;;;1.23;12.262
1989;;;;1.227;12.236
1990;;;;1.224;12.211
1991;;;;1.222;12.185
1992;;;;1.219;12.16
1993;;;;1.217;12.134
1994;;;;1.214;12.108
1995;;;;1.212;12.083
1996;;;;1.209;12.057
1997;;;;1.207;12.032
1998;;;;1.204;12.006
1999;;;;1.201;11.981
2000;;;;1.199;11.955
2001;;;;1.183;11.801
2002;;;;1.168;11.646
2003;;;;1.152;11.492
2004;;;;1.137;11.337
2005;;;;1.121;11.183
2006;;;;1.106;11.029
2007;;;;1.09;10.874
2008;;;;1.075;10.72
2009;;;;1.059;10.565
2010;;;;1.044;10.411
2011;;;;1.029;10.256
2012;;;;1.013;10.102
2013;;;;0.998;9.948
2014;;;;0.982;9.793
2015;;;;0.978;9.748
2016;;;;0.973;9.703
2017;;;;0.968;9.657
2018;;;;0.969;9.658
2019;;;;0.969;9.659
