;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;1.568;6.936
1891;;;;1.567;6.934
1892;;;;1.567;6.933
1893;;;;1.566;6.931
1894;;;;1.566;6.93
1895;;;;1.566;6.928
1896;;;;1.565;6.926
1897;;;;1.565;6.925
1898;;;;1.565;6.923
1899;;;;1.564;6.922
1900;;;;1.564;6.92
1901;;;;1.564;6.919
1902;;;;1.563;6.917
1903;;;;1.563;6.916
1904;;;;1.563;6.914
1905;;;;1.562;6.913
1906;;;;1.562;6.911
1907;;;;1.562;6.91
1908;;;;1.561;6.908
1909;;;;1.561;6.907
1910;;;;1.561;6.905
1911;;;;1.56;6.903
1912;;;;1.56;6.902
1913;;;;1.56;6.9
1914;;;;1.559;6.899
1915;;;;1.559;6.897
1916;;;;1.559;6.896
1917;;;;1.558;6.894
1918;;;;1.558;6.893
1919;;;;1.557;6.891
1920;;;;1.557;6.89
1921;;;;1.557;6.888
1922;;;;1.556;6.887
1923;;;;1.556;6.885
1924;;;;1.556;6.883
1925;;;;1.555;6.882
1926;;;;1.555;6.88
1927;;;;1.555;6.879
1928;;;;1.554;6.877
1929;;;;1.554;6.876
1930;;;;1.554;6.874
1931;;;;1.553;6.873
1932;;;;1.553;6.871
1933;;;;1.553;6.87
1934;;;;1.552;6.868
1935;;;;1.552;6.867
1936;;;;1.552;6.865
1937;;;;1.551;6.864
1938;;;;1.551;6.862
1939;;;;1.551;6.86
1940;;;;1.55;6.859
1941;;;;1.55;6.857
1942;;;;1.549;6.856
1943;;;;1.549;6.854
1944;;;;1.549;6.853
1945;;;;1.548;6.851
1946;;;;1.55;6.858
1947;;;;1.552;6.866
1948;;;;1.553;6.873
1949;;;;1.555;6.88
1950;;;;1.557;6.887
1951;;;;1.558;6.894
1952;;;;1.56;6.902
1953;;;;1.561;6.909
1954;;;;1.563;6.916
1955;;;;1.565;6.923
1956;;;;1.566;6.93
1957;;;;1.568;6.938
1958;;;;1.57;6.945
1959;;;;1.571;6.952
1960;;;;1.573;6.959
1961;;;;1.574;6.966
1962;;;;1.576;6.974
1963;;;;1.578;6.981
1964;;;;1.579;6.988
1965;;;;1.581;6.995
1966;;;;1.583;7.002
1967;;;;1.584;7.01
1968;;;;1.586;7.017
1969;;;;1.587;7.024
1970;;;;1.589;7.031
1971;;;;1.586;7.017
1972;;;;1.583;7.003
1973;;;;1.58;6.989
1974;;;;1.576;6.975
1975;;;;1.573;6.961
1976;;;;1.57;6.947
1977;;;;1.567;6.933
1978;;;;1.564;6.919
1979;;;;1.561;6.905
1980;;;;1.557;6.891
1981;;;;1.554;6.876
1982;;;;1.551;6.862
1983;;;;1.548;6.848
1984;;;;1.545;6.834
1985;;;;1.541;6.82
1986;;;;1.538;6.806
1987;;;;1.535;6.792
1988;;;;1.532;6.778
1989;;;;1.529;6.764
1990;;;;1.526;6.75
1991;;;;1.522;6.736
1992;;;;1.519;6.722
1993;;;;1.516;6.708
1994;;;;1.513;6.694
1995;;;;1.51;6.68
1996;;;;1.506;6.666
1997;-2.4698453;-3.5841959;1.1143506;1.503;6.651
1998;-1.1122977;-2.5739007;1.461603;1.5;6.637
1999;-1.1423725;-2.3542588;1.2118863;1.497;6.623
2000;-1.6774743;-2.7760317;1.0985575;1.494;6.609
2001;0.5225918;-2.0027955;2.5253873;1.49;6.592
2002;-0.5270815;-1.9427117;1.4156302;1.486;6.575
2003;-1.5736614;-3.3603008;1.7866393;1.482;6.558
2004;-0.735898;-2.4709156;1.7350175;1.478;6.54
2005;-2.1646278;-2.8547235;0.69009566;1.474;6.523
2006;-1.7783558;-2.7960842;1.0177283;1.47;6.506
2007;-0.9679589;-2.5946226;1.6266637;1.467;6.489
2008;-1.1180137;-2.617244;1.4992303;1.463;6.472
2009;-1.5349232;-3.0846543;1.5497311;1.459;6.454
2010;-1.3135352;-3.46436;2.1508248;1.455;6.437
2011;-0.086970925;-2.03568;1.9487091;1.451;6.42
2012;-1.2595847;-2.947798;1.6882133;1.447;6.403
2013;-0.831022;-2.9207458;2.0897238;1.443;6.386
2014;-0.7391367;-2.950668;2.2115314;1.439;6.368
2015;0.63304305;-1.60166;2.234703;1.437;6.358
2016;-0.70930994;-2.416942;1.707632;1.435;6.348
2017;-0.37221694;-2.0938728;1.7216558;1.432;6.338
2018;0.29741812;-1.7181215;2.0155396;1.432;6.335
2019;-0.68045056;-2.6288617;1.9484111;1.431;6.333
2020;-0.9962667;-2.8423219;1.8460552;1.431;6.333
2021;-2.165597;-4.0059752;1.8403783;1.431;6.333
2022;-0.62782407;-2.841306;2.213482;1.431;6.333
