;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;31.02;174.595
1891;;;;30.949;174.195
1892;;;;30.878;173.795
1893;;;;30.807;173.394
1894;;;;30.735;172.994
1895;;;;30.664;172.593
1896;;;;30.593;172.193
1897;;;;30.522;171.792
1898;;;;30.451;171.392
1899;;;;30.38;170.991
1900;;;;30.308;170.591
1901;;;;30.237;170.19
1902;;;;30.166;169.79
1903;;;;30.095;169.389
1904;;;;30.024;168.989
1905;;;;29.953;168.588
1906;;;;29.882;168.188
1907;;;;29.81;167.787
1908;;;;29.739;167.387
1909;;;;29.668;166.986
1910;;;;29.597;166.586
1911;;;;29.526;166.185
1912;;;;29.455;165.785
1913;;;;29.383;165.384
1914;;;;29.312;164.984
1915;;;;29.241;164.583
1916;;;;29.17;164.183
1917;;;;29.099;163.783
1918;;;;29.028;163.382
1919;;;;28.957;162.982
1920;;;;28.885;162.581
1921;;;;28.814;162.181
1922;;;;28.743;161.78
1923;;;;28.672;161.38
1924;;;;28.601;160.979
1925;;;;28.53;160.579
1926;;;;28.459;160.178
1927;;;;28.387;159.778
1928;;;;28.316;159.377
1929;;;;28.245;158.977
1930;;;;28.174;158.576
1931;;;;28.103;158.176
1932;;;;28.032;157.775
1933;;;;27.96;157.375
1934;;;;27.889;156.974
1935;;;;27.818;156.574
1936;;;;27.747;156.173
1937;;;;27.676;155.773
1938;;;;27.605;155.372
1939;;;;27.534;154.972
1940;;;;27.462;154.572
1941;;;;27.391;154.171
1942;;;;27.32;153.771
1943;;;;27.249;153.37
1944;;;;27.178;152.97
1945;;;;27.107;152.569
1946;;;;27.11;152.587
1947;;;;27.113;152.605
1948;;;;27.116;152.623
1949;;;;27.119;152.641
1950;;;;27.122;152.658
1951;;;;27.126;152.676
1952;;;;27.129;152.694
1953;;;;27.132;152.712
1954;;;;27.135;152.73
1955;;;;27.138;152.748
1956;;;;27.141;152.765
1957;;;;27.145;152.783
1958;;;;27.148;152.801
1959;;;;27.151;152.819
1960;;;;27.154;152.837
1961;;;;27.157;152.855
1962;;;;27.161;152.873
1963;;;;27.164;152.89
1964;;;;27.167;152.908
1965;;;;27.17;152.926
1966;;;;27.173;152.944
1967;;;;27.176;152.962
1968;;;;27.18;152.98
1969;;;;27.183;152.997
1970;;;;27.186;153.015
1971;;;;27.108;152.578
1972;;;;27.03;152.141
1973;;;;26.953;151.703
1974;;;;26.875;151.266
1975;;;;26.797;150.828
1976;;;;26.72;150.391
1977;;;;26.642;149.953
1978;;;;26.564;149.516
1979;;;;26.486;149.079
1980;;;;26.409;148.641
1981;;;;26.331;148.204
1982;;;;26.253;147.766
1983;;;;26.176;147.329
1984;;;;26.098;146.892
1985;;;;26.02;146.454
1986;;;;25.942;146.017
1987;;;;25.865;145.579
1988;;;;25.787;145.142
1989;;;;25.709;144.705
1990;;;;25.632;144.267
1991;;;;25.554;143.83
1992;;;;25.476;143.392
1993;;;;25.399;142.955
1994;;;;25.321;142.518
1995;;;;25.243;142.08
1996;;;;25.165;141.643
1997;-1.9303477;-3.2473583;1.3170106;25.088;141.205
1998;-1.0802853;-2.4766483;1.396363;25.01;140.768
1999;-0.4723804;-1.9809161;1.5085357;24.932;140.331
2000;-1.375767;-2.6016746;1.2259076;24.855;139.893
2001;0.5054896;-1.7746873;2.2801769;24.706;139.058
2002;-0.48387718;-2.222621;1.7387438;24.558;138.223
2003;-0.66570663;-3.1587286;2.493022;24.409;137.387
2004;-0.82719934;-2.546649;1.7194496;24.261;136.552
2005;-1.8472444;-3.0569243;1.20968;24.112;135.717
2006;-0.9771459;-2.849518;1.8723722;23.964;134.881
2007;-0.1844852;-2.1065726;1.9220874;23.816;134.046
2008;-0.8510406;-2.7620802;1.9110396;23.667;133.211
2009;-0.19619036;-2.3031492;2.1069589;23.519;132.375
2010;-1.3061155;-3.2385385;1.932423;23.37;131.54
2011;0.759568;-1.3429532;2.1025212;23.222;130.705
2012;-0.7256757;-2.611983;1.8863074;23.074;129.87
2013;-0.27940488;-2.5619497;2.2825449;22.925;129.034
2014;-0.0868144;-2.443966;2.3571515;22.777;128.199
2015;0.94647646;-1.388598;2.3350744;22.683;127.671
2016;-0.66795206;-2.4889145;1.8209624;22.589;127.144
2017;-0.15769482;-2.2777672;2.1200724;22.496;126.616
2018;-0.021347761;-2.202411;2.1810632;22.403;126.094
2019;-0.68046856;-2.5219486;1.84148;22.31;125.572
2020;-0.6826062;-2.5209498;1.8383436;22.31;125.572
2021;-1.4065343;-3.2461574;1.8396231;22.31;125.572
2022;-0.2485094;-2.4489877;2.2004783;22.31;125.572
