;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;10.735;32.141
1891;;;;10.721;32.098
1892;;;;10.707;32.055
1893;;;;10.692;32.012
1894;;;;10.678;31.97
1895;;;;10.664;31.927
1896;;;;10.649;31.884
1897;;;;10.635;31.841
1898;;;;10.621;31.798
1899;;;;10.606;31.756
1900;;;;10.592;31.713
1901;;;;10.578;31.67
1902;;;;10.564;31.627
1903;;;;10.549;31.584
1904;;;;10.535;31.542
1905;;;;10.521;31.499
1906;;;;10.506;31.456
1907;;;;10.492;31.413
1908;;;;10.478;31.37
1909;;;;10.464;31.328
1910;;;;10.449;31.285
1911;;;;10.435;31.242
1912;;;;10.421;31.199
1913;;;;10.406;31.156
1914;;;;10.392;31.114
1915;;;;10.378;31.071
1916;;;;10.363;31.028
1917;;;;10.349;30.985
1918;;;;10.335;30.942
1919;;;;10.321;30.9
1920;;;;10.306;30.857
1921;;;;10.292;30.814
1922;;;;10.278;30.771
1923;;;;10.263;30.728
1924;;;;10.249;30.686
1925;;;;10.235;30.643
1926;;;;10.221;30.6
1927;;;;10.206;30.557
1928;;;;10.192;30.514
1929;;;;10.178;30.472
1930;;;;10.163;30.429
1931;;;;10.149;30.386
1932;;;;10.135;30.343
1933;;;;10.12;30.301
1934;;;;10.106;30.258
1935;;;;10.092;30.215
1936;;;;10.078;30.172
1937;;;;10.063;30.129
1938;;;;10.049;30.087
1939;;;;10.035;30.044
1940;;;;10.02;30.001
1941;;;;10.006;29.958
1942;;;;9.992;29.915
1943;;;;9.978;29.873
1944;;;;9.963;29.83
1945;;;;9.949;29.787
1946;;;;9.935;29.744
1947;;;;9.92;29.701
1948;;;;9.906;29.659
1949;;;;9.892;29.616
1950;;;;9.877;29.573
1951;;;;9.863;29.53
1952;;;;9.849;29.487
1953;;;;9.835;29.445
1954;;;;9.82;29.402
1955;;;;9.806;29.359
1956;;;;9.792;29.316
1957;;;;9.777;29.273
1958;;;;9.763;29.231
1959;;;;9.749;29.188
1960;;;;9.734;29.145
1961;;;;9.72;29.102
1962;;;;9.706;29.059
1963;;;;9.692;29.017
1964;;;;9.677;28.974
1965;;;;9.663;28.931
1966;;;;9.649;28.888
1967;;;;9.634;28.845
1968;;;;9.62;28.803
1969;;;;9.606;28.76
1970;;;;9.592;28.717
1971;;;;9.577;28.674
1972;;;;9.563;28.631
1973;;;;9.549;28.589
1974;;;;9.534;28.546
1975;;;;9.52;28.503
1976;;;;9.506;28.46
1977;;;;9.491;28.417
1978;;;;9.477;28.375
1979;;;;9.463;28.332
1980;;;;9.449;28.289
1981;;;;9.434;28.246
1982;;;;9.42;28.203
1983;;;;9.406;28.161
1984;;;;9.391;28.118
1985;;;;9.377;28.075
1986;;;;9.363;28.032
1987;;;;9.349;27.989
1988;;;;9.334;27.947
1989;;;;9.32;27.904
1990;;;;9.306;27.861
1991;;;;9.291;27.818
1992;;;;9.277;27.775
1993;;;;9.263;27.733
1994;;;;9.248;27.69
1995;;;;9.234;27.647
1996;;;;9.22;27.604
1997;;;;9.206;27.561
1998;;;;9.191;27.519
1999;;;;9.177;27.476
2000;;;;9.163;27.433
2001;;;;9.022;27.012
2002;;;;8.882;26.591
2003;;;;8.741;26.17
2004;;;;8.6;25.75
2005;;;;8.46;25.329
2006;;;;8.319;24.908
2007;;;;8.179;24.487
2008;;;;8.038;24.066
2009;;;;7.898;23.646
2010;;;;7.757;23.225
2011;;;;7.617;22.804
2012;;;;7.476;22.383
2013;;;;7.335;21.962
2014;;;;7.195;21.541
2015;;;;7.123;21.325
2016;;;;7.05;21.109
2017;;;;6.978;20.893
2018;;;;6.978;20.892
2019;;;;6.978;20.891
