;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;6.749;131.465
1891;;;;6.743;131.347
1892;;;;6.737;131.229
1893;;;;6.731;131.11
1894;;;;6.725;130.992
1895;;;;6.719;130.874
1896;;;;6.713;130.756
1897;;;;6.707;130.637
1898;;;;6.701;130.519
1899;;;;6.695;130.401
1900;;;;6.688;130.283
1901;;;;6.682;130.164
1902;;;;6.676;130.046
1903;;;;6.67;129.928
1904;;;;6.664;129.81
1905;;;;6.658;129.691
1906;;;;6.652;129.573
1907;;;;6.646;129.455
1908;;;;6.64;129.337
1909;;;;6.634;129.218
1910;;;;6.628;129.1
1911;;;;6.622;128.982
1912;;;;6.616;128.864
1913;;;;6.61;128.745
1914;;;;6.603;128.627
1915;;;;6.597;128.509
1916;;;;6.591;128.391
1917;;;;6.585;128.272
1918;;;;6.579;128.154
1919;;;;6.573;128.036
1920;;;;6.567;127.918
1921;;;;6.561;127.799
1922;;;;6.555;127.681
1923;;;;6.549;127.563
1924;;;;6.543;127.445
1925;;;;6.537;127.326
1926;;;;6.531;127.208
1927;;;;6.525;127.09
1928;;;;6.519;126.972
1929;;;;6.512;126.853
1930;;;;6.506;126.735
1931;;;;6.5;126.617
1932;;;;6.494;126.499
1933;;;;6.488;126.38
1934;;;;6.482;126.262
1935;;;;6.476;126.144
1936;;;;6.47;126.026
1937;;;;6.464;125.907
1938;;;;6.458;125.789
1939;;;;6.452;125.671
1940;;;;6.446;125.553
1941;;;;6.44;125.435
1942;;;;6.434;125.316
1943;;;;6.427;125.198
1944;;;;6.421;125.08
1945;;;;6.415;124.962
1946;;;;6.413;124.91
1947;;;;6.41;124.859
1948;;;;6.407;124.808
1949;;;;6.405;124.757
1950;;;;6.402;124.706
1951;;;;6.4;124.655
1952;;;;6.397;124.604
1953;;;;6.394;124.553
1954;;;;6.392;124.501
1955;;;;6.389;124.45
1956;;;;6.386;124.399
1957;;;;6.384;124.348
1958;;;;6.381;124.297
1959;;;;6.379;124.246
1960;;;;6.376;124.195
1961;;;;6.373;124.144
1962;;;;6.371;124.092
1963;;;;6.368;124.041
1964;;;;6.365;123.99
1965;;;;6.363;123.939
1966;;;;6.36;123.888
1967;;;;6.358;123.837
1968;;;;6.355;123.786
1969;;;;6.352;123.735
1970;;;;6.35;123.683
1971;;;;6.348;123.66
1972;;;;6.347;123.637
1973;;;;6.346;123.614
1974;;;;6.345;123.59
1975;;;;6.344;123.567
1976;;;;6.343;123.544
1977;;;;6.341;123.52
1978;;;;6.34;123.497
1979;;;;6.339;123.474
1980;;;;6.338;123.451
1981;;;;6.337;123.427
1982;;;;6.335;123.404
1983;;;;6.334;123.381
1984;;;;6.333;123.358
1985;;;;6.332;123.334
1986;;;;6.331;123.311
1987;;;;6.329;123.288
1988;;;;6.328;123.264
1989;;;;6.327;123.241
1990;;;;6.326;123.218
1991;;;;6.325;123.195
1992;;;;6.323;123.171
1993;;;;6.322;123.148
1994;;;;6.321;123.125
1995;;;;6.32;123.101
1996;;;;6.319;123.078
1997;-0.6220658;-1.9407345;1.3186687;6.317;123.055
1998;-0.2320081;-1.4030414;1.1710333;6.316;123.032
1999;0.039299607;-1.341224;1.3805236;6.315;123.008
2000;0.22809732;-1.512405;1.7405024;6.314;122.985
2001;-0.03707421;-1.0159093;0.9788351;6.303;122.771
2002;0.57829404;-1.088624;1.666918;6.292;122.558
2003;-0.24927735;-1.9307474;1.68147;6.281;122.344
2004;-0.27824426;-1.6886094;1.4103651;6.27;122.13
2005;-0.8111254;-2.1590972;1.3479718;6.259;121.916
2006;0.385368;-1.2835367;1.6689047;6.248;121.703
2007;0.57848775;-1.0430211;1.6215088;6.237;121.489
2008;0.35503244;-1.4693398;1.8243723;6.226;121.275
2009;1.1302125;-0.6339772;1.7641897;6.215;121.061
2010;-1.3512095;-2.7591608;1.4079512;6.204;120.848
2011;0.72110105;-1.1293103;1.8504113;6.193;120.634
2012;-0.57286525;-1.872675;1.2998097;6.182;120.42
2013;0.22105896;-1.18144;1.402499;6.171;120.206
2014;0.4183383;-1.2633944;1.6817327;6.16;119.993
2015;1.8034223;-0.4899939;2.2934163;6.139;119.585
2016;-0.031682253;-1.4261107;1.3944285;6.118;119.178
2017;0.5602238;-1.1030838;1.6633077;6.098;118.771
2018;0.5632951;-1.0623412;1.6256363;6.08;118.435
2019;-0.21939576;-2.071063;1.8516673;6.063;118.099
2020;0.6289834;-0.99566543;1.6246488;6.063;118.099
2021;-0.18628669;-1.7258136;1.5395269;6.063;118.099
2022;1.2918792;-0.8100405;2.1019197;6.063;118.099
