;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;36.653;139.181
1891;;;;36.58;138.905
1892;;;;36.507;138.63
1893;;;;36.435;138.354
1894;;;;36.362;138.078
1895;;;;36.289;137.802
1896;;;;36.217;137.527
1897;;;;36.144;137.251
1898;;;;36.072;136.975
1899;;;;35.999;136.699
1900;;;;35.926;136.423
1901;;;;35.854;136.148
1902;;;;35.781;135.872
1903;;;;35.708;135.596
1904;;;;35.636;135.32
1905;;;;35.563;135.045
1906;;;;35.491;134.769
1907;;;;35.418;134.493
1908;;;;35.345;134.217
1909;;;;35.273;133.942
1910;;;;35.2;133.666
1911;;;;35.127;133.39
1912;;;;35.055;133.114
1913;;;;34.982;132.838
1914;;;;34.91;132.563
1915;;;;34.837;132.287
1916;;;;34.764;132.011
1917;;;;34.692;131.735
1918;;;;34.619;131.46
1919;;;;34.546;131.184
1920;;;;34.474;130.908
1921;;;;34.401;130.632
1922;;;;34.329;130.356
1923;;;;34.256;130.081
1924;;;;34.183;129.805
1925;;;;34.111;129.529
1926;;;;34.038;129.253
1927;;;;33.965;128.978
1928;;;;33.893;128.702
1929;;;;33.82;128.426
1930;;;;33.748;128.15
1931;;;;33.675;127.875
1932;;;;33.602;127.599
1933;;;;33.53;127.323
1934;;;;33.457;127.047
1935;;;;33.385;126.771
1936;;;;33.312;126.496
1937;;;;33.239;126.22
1938;;;;33.167;125.944
1939;;;;33.094;125.668
1940;;;;33.021;125.393
1941;;;;32.949;125.117
1942;;;;32.876;124.841
1943;;;;32.804;124.565
1944;;;;32.731;124.289
1945;;;;32.658;124.014
1946;;;;32.499;123.407
1947;;;;32.339;122.8
1948;;;;32.179;122.194
1949;;;;32.019;121.587
1950;;;;31.859;120.98
1951;;;;31.7;120.374
1952;;;;31.54;119.767
1953;;;;31.38;119.16
1954;;;;31.22;118.554
1955;;;;31.061;117.947
1956;;;;30.901;117.34
1957;;;;30.741;116.734
1958;;;;30.581;116.127
1959;;;;30.422;115.521
1960;;;;30.262;114.914
1961;;;;30.102;114.307
1962;;;;29.942;113.701
1963;;;;29.783;113.094
1964;;;;29.623;112.487
1965;;;;29.463;111.881
1966;;;;29.303;111.274
1967;;;;29.144;110.667
1968;;;;28.984;110.061
1969;;;;28.824;109.454
1970;;;;28.664;108.847
1971;;;;28.611;108.646
1972;;;;28.558;108.445
1973;;;;28.505;108.244
1974;;;;28.453;108.043
1975;;;;28.4;107.842
1976;;;;28.347;107.641
1977;;;;28.294;107.44
1978;;;;28.241;107.239
1979;;;;28.188;107.038
1980;;;;28.135;106.837
1981;;;;28.082;106.636
1982;;;;28.029;106.435
1983;;;;27.976;106.234
1984;;;;27.923;106.033
1985;;;;27.87;105.832
1986;;;;27.817;105.631
1987;;;;27.764;105.43
1988;;;;27.711;105.229
1989;;;;27.658;105.028
1990;;;;27.606;104.827
1991;;;;27.553;104.626
1992;;;;27.5;104.425
1993;;;;27.447;104.224
1994;;;;27.394;104.023
1995;;;;27.341;103.822
1996;;;;27.288;103.621
1997;;;;27.235;103.42
1998;;;;27.182;103.219
1999;;;;27.129;103.018
2000;;;;27.076;102.817
2001;;;;26.862;102.002
2002;;;;26.647;101.188
2003;;;;26.433;100.374
2004;;;;26.218;99.559
2005;;;;26.004;98.745
2006;;;;25.79;97.931
2007;;;;25.575;97.116
2008;;;;25.361;96.302
2009;;;;25.146;95.488
2010;;;;24.932;94.674
2011;;;;24.717;93.859
2012;;;;24.503;93.045
2013;;;;24.288;92.231
2014;;;;24.074;91.416
2015;;;;23.888;90.709
2016;;;;23.702;90.002
2017;;;;23.515;89.295
2018;;;;23.284;88.416
2019;;;;23.053;87.538
