YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.003;0.708;0.027;0.0;0.03;0.003;0.209;0.013
2001;0.003;0.708;0.027;0.0;0.03;0.003;0.209;0.013
2002;0.003;0.708;0.027;0.0;0.03;0.003;0.209;0.013
2003;0.004;0.708;0.028;0.0;0.03;0.003;0.209;0.013
2004;0.004;0.707;0.028;0.0;0.03;0.003;0.21;0.013
2005;0.004;0.707;0.028;0.0;0.03;0.003;0.21;0.013
2006;0.004;0.707;0.028;0.0;0.03;0.003;0.21;0.013
2007;0.004;0.706;0.028;0.0;0.03;0.002;0.21;0.013
2008;0.004;0.706;0.028;0.0;0.03;0.002;0.211;0.013
2009;0.004;0.705;0.028;0.0;0.03;0.002;0.212;0.013
2010;0.004;0.705;0.028;0.0;0.03;0.002;0.212;0.013
2011;0.004;0.704;0.028;0.0;0.03;0.002;0.213;0.013
2012;0.004;0.704;0.028;0.0;0.03;0.002;0.214;0.013
2013;0.004;0.704;0.028;0.0;0.03;0.002;0.213;0.013
2014;0.004;0.705;0.029;0.0;0.03;0.002;0.212;0.013
2015;0.004;0.705;0.029;0.0;0.03;0.002;0.211;0.014
2016;0.004;0.706;0.029;0.0;0.03;0.002;0.209;0.014
2017;0.004;0.706;0.029;0.0;0.03;0.002;0.208;0.014
2018;0.004;0.707;0.03;0.0;0.03;0.002;0.207;0.014
