YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.026;0.112;0.069;0.0;0.081;0.0;0.663;0.037
2001;0.026;0.112;0.07;0.0;0.081;0.0;0.66;0.037
2002;0.026;0.112;0.072;0.0;0.081;0.0;0.657;0.037
2003;0.027;0.112;0.073;0.0;0.081;0.0;0.654;0.037
2004;0.027;0.112;0.074;0.0;0.081;0.0;0.651;0.037
2005;0.028;0.112;0.075;0.0;0.081;0.0;0.647;0.037
2006;0.028;0.112;0.076;0.0;0.081;0.0;0.644;0.037
2007;0.028;0.112;0.076;0.0;0.081;0.0;0.644;0.037
2008;0.028;0.112;0.076;0.0;0.081;0.0;0.644;0.037
2009;0.028;0.112;0.076;0.0;0.081;0.0;0.644;0.037
2010;0.028;0.112;0.075;0.0;0.081;0.0;0.644;0.037
2011;0.028;0.112;0.075;0.0;0.081;0.0;0.644;0.037
2012;0.028;0.112;0.075;0.0;0.081;0.0;0.644;0.037
2013;0.028;0.112;0.076;0.0;0.081;0.0;0.642;0.037
2014;0.028;0.112;0.077;0.0;0.081;0.0;0.64;0.037
2015;0.028;0.112;0.079;0.0;0.081;0.0;0.639;0.037
2016;0.028;0.112;0.08;0.0;0.081;0.0;0.637;0.037
2017;0.028;0.112;0.081;0.0;0.081;0.0;0.636;0.037
2018;0.028;0.112;0.082;0.0;0.081;0.0;0.634;0.037
