YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.566;0.0;0.025;0.016;0.0;0.326;0.066
2001;0.0;0.567;0.0;0.025;0.016;0.0;0.326;0.066
2002;0.0;0.567;0.0;0.024;0.016;0.0;0.327;0.066
2003;0.0;0.568;0.0;0.024;0.016;0.0;0.327;0.066
2004;0.0;0.568;0.0;0.023;0.016;0.0;0.327;0.066
2005;0.0;0.568;0.0;0.023;0.016;0.0;0.327;0.066
2006;0.0;0.569;0.0;0.023;0.016;0.0;0.327;0.066
2007;0.0;0.569;0.0;0.022;0.016;0.0;0.327;0.066
2008;0.0;0.57;0.0;0.022;0.016;0.0;0.327;0.066
2009;0.0;0.57;0.0;0.021;0.016;0.0;0.327;0.066
2010;0.0;0.571;0.0;0.021;0.016;0.0;0.327;0.066
2011;0.0;0.571;0.0;0.02;0.016;0.0;0.327;0.066
2012;0.0;0.572;0.0;0.02;0.016;0.0;0.327;0.066
2013;0.0;0.572;0.0;0.019;0.015;0.0;0.327;0.066
2014;0.0;0.573;0.0;0.019;0.015;0.0;0.327;0.066
2015;0.0;0.574;0.0;0.019;0.014;0.0;0.327;0.066
2016;0.0;0.575;0.0;0.019;0.014;0.0;0.327;0.066
2017;0.0;0.576;0.0;0.019;0.013;0.0;0.327;0.066
2018;0.0;0.576;0.0;0.019;0.012;0.0;0.327;0.066
