YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2001;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2002;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2003;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2004;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2005;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2006;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2007;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2008;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2009;0.0;0.815;0.0;0.0;0.009;0.0;0.06;0.015
2010;0.0;0.815;0.0;0.0;0.009;0.0;0.061;0.015
2011;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2012;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2013;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2014;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2015;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2016;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2017;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
2018;0.0;0.814;0.0;0.0;0.009;0.0;0.061;0.015
