YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2001;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2002;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2003;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2004;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2005;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2006;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2007;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2008;0.004;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2009;0.003;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2010;0.003;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2011;0.003;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2012;0.003;0.408;0.0;0.032;0.001;0.0;0.544;0.003
2013;0.003;0.409;0.0;0.031;0.001;0.0;0.544;0.003
2014;0.003;0.41;0.0;0.03;0.001;0.0;0.544;0.003
2015;0.003;0.411;0.0;0.029;0.001;0.0;0.544;0.003
2016;0.003;0.412;0.0;0.028;0.001;0.0;0.544;0.003
2017;0.003;0.413;0.0;0.027;0.001;0.0;0.544;0.003
2018;0.003;0.415;0.0;0.026;0.001;0.0;0.544;0.003
