YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.035;0.074;0.0;0.0;0.011;0.0;0.704;0.176
2001;0.035;0.074;0.0;0.0;0.011;0.0;0.704;0.176
2002;0.035;0.074;0.0;0.0;0.011;0.0;0.704;0.176
2003;0.035;0.073;0.0;0.0;0.011;0.0;0.704;0.176
2004;0.035;0.073;0.0;0.0;0.011;0.0;0.704;0.176
2005;0.035;0.073;0.0;0.0;0.011;0.0;0.704;0.176
2006;0.035;0.073;0.0;0.0;0.011;0.0;0.704;0.176
2007;0.035;0.073;0.0;0.0;0.011;0.0;0.704;0.176
2008;0.035;0.073;0.0;0.0;0.011;0.0;0.705;0.176
2009;0.035;0.072;0.0;0.0;0.011;0.0;0.705;0.176
2010;0.035;0.072;0.0;0.0;0.011;0.0;0.705;0.176
2011;0.035;0.072;0.0;0.0;0.011;0.0;0.706;0.176
2012;0.035;0.071;0.0;0.0;0.011;0.0;0.706;0.176
2013;0.035;0.071;0.0;0.0;0.011;0.0;0.707;0.176
2014;0.035;0.071;0.0;0.0;0.011;0.0;0.707;0.176
2015;0.035;0.071;0.0;0.0;0.011;0.0;0.707;0.176
2016;0.035;0.07;0.0;0.0;0.011;0.0;0.707;0.176
2017;0.035;0.07;0.0;0.0;0.011;0.0;0.708;0.176
2018;0.035;0.07;0.0;0.0;0.011;0.0;0.708;0.176
