YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.209;0.0;0.314;0.0;0.0;0.374;0.0
2001;0.0;0.208;0.003;0.313;0.0;0.0;0.374;0.0
2002;0.0;0.207;0.006;0.311;0.0;0.0;0.374;0.0
2003;0.0;0.206;0.008;0.309;0.0;0.0;0.374;0.0
2004;0.0;0.206;0.011;0.307;0.0;0.0;0.374;0.0
2005;0.0;0.205;0.014;0.305;0.0;0.0;0.374;0.0
2006;0.0;0.204;0.017;0.303;0.0;0.0;0.374;0.0
2007;0.0;0.209;0.017;0.298;0.0;0.0;0.374;0.0
2008;0.0;0.213;0.017;0.294;0.0;0.0;0.374;0.0
2009;0.0;0.218;0.017;0.289;0.0;0.0;0.374;0.0
2010;0.0;0.223;0.017;0.284;0.0;0.0;0.374;0.0
2011;0.0;0.228;0.017;0.279;0.0;0.0;0.374;0.0
2012;0.0;0.232;0.017;0.275;0.0;0.0;0.374;0.0
2013;0.0;0.233;0.014;0.274;0.0;0.0;0.376;0.0
2014;0.0;0.234;0.011;0.273;0.0;0.0;0.379;0.0
2015;0.0;0.235;0.008;0.272;0.0;0.0;0.382;0.0
2016;0.0;0.236;0.006;0.271;0.0;0.0;0.385;0.0
2017;0.0;0.237;0.003;0.27;0.0;0.0;0.387;0.0
2018;0.0;0.238;0.0;0.269;0.0;0.0;0.39;0.0
