YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.448;0.0;0.474;0.032;0.0;0.02;0.0
2001;0.0;0.449;0.0;0.472;0.032;0.0;0.02;0.0
2002;0.0;0.45;0.0;0.471;0.032;0.0;0.02;0.0
2003;0.0;0.452;0.0;0.469;0.032;0.0;0.02;0.0
2004;0.0;0.453;0.0;0.468;0.033;0.0;0.02;0.0
2005;0.0;0.454;0.0;0.467;0.033;0.0;0.02;0.0
2006;0.0;0.456;0.0;0.465;0.033;0.0;0.02;0.0
2007;0.0;0.459;0.0;0.462;0.033;0.0;0.02;0.0
2008;0.0;0.462;0.0;0.458;0.033;0.0;0.02;0.0
2009;0.0;0.466;0.0;0.455;0.033;0.0;0.02;0.0
2010;0.0;0.469;0.0;0.452;0.033;0.0;0.02;0.0
2011;0.0;0.472;0.0;0.449;0.033;0.0;0.02;0.0
2012;0.0;0.476;0.0;0.445;0.033;0.0;0.02;0.0
2013;0.0;0.478;0.0;0.443;0.033;0.0;0.021;0.0
2014;0.0;0.48;0.0;0.44;0.032;0.0;0.021;0.0
2015;0.0;0.483;0.0;0.437;0.032;0.0;0.021;0.0
2016;0.0;0.485;0.0;0.435;0.032;0.0;0.022;0.0
2017;0.0;0.487;0.0;0.432;0.032;0.0;0.022;0.0
2018;0.0;0.49;0.0;0.43;0.032;0.0;0.022;0.0
