YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.008;0.438;0.004;0.207;0.006;0.0;0.267;0.046
2001;0.009;0.439;0.004;0.206;0.006;0.0;0.267;0.046
2002;0.009;0.439;0.005;0.205;0.006;0.0;0.267;0.046
2003;0.009;0.44;0.005;0.205;0.006;0.0;0.267;0.046
2004;0.009;0.441;0.005;0.204;0.006;0.0;0.267;0.046
2005;0.009;0.442;0.005;0.203;0.006;0.0;0.267;0.046
2006;0.009;0.442;0.005;0.202;0.006;0.0;0.267;0.046
2007;0.009;0.444;0.005;0.2;0.006;0.0;0.267;0.046
2008;0.009;0.445;0.005;0.199;0.006;0.0;0.267;0.046
2009;0.009;0.447;0.005;0.197;0.007;0.0;0.267;0.046
2010;0.009;0.449;0.005;0.195;0.007;0.0;0.267;0.046
2011;0.009;0.45;0.005;0.194;0.007;0.0;0.267;0.046
2012;0.009;0.452;0.005;0.192;0.007;0.0;0.267;0.046
2013;0.009;0.452;0.006;0.192;0.007;0.0;0.266;0.046
2014;0.009;0.452;0.007;0.191;0.007;0.0;0.266;0.046
2015;0.009;0.453;0.007;0.191;0.007;0.0;0.265;0.046
2016;0.009;0.453;0.008;0.19;0.007;0.0;0.264;0.046
2017;0.009;0.454;0.009;0.19;0.007;0.0;0.263;0.046
2018;0.009;0.454;0.01;0.189;0.007;0.0;0.263;0.046
