YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.032;0.045;0.025;0.0;0.0;0.0;0.852;0.0
2001;0.032;0.045;0.027;0.0;0.0;0.0;0.851;0.0
2002;0.032;0.045;0.029;0.0;0.0;0.0;0.849;0.0
2003;0.032;0.045;0.03;0.0;0.0;0.0;0.847;0.0
2004;0.032;0.045;0.032;0.0;0.0;0.0;0.846;0.0
2005;0.032;0.045;0.034;0.0;0.0;0.0;0.844;0.0
2006;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2007;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2008;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2009;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2010;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2011;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2012;0.032;0.045;0.036;0.0;0.0;0.0;0.842;0.0
2013;0.032;0.045;0.031;0.0;0.0;0.0;0.846;0.0
2014;0.032;0.045;0.027;0.0;0.0;0.0;0.851;0.0
2015;0.033;0.045;0.022;0.0;0.0;0.0;0.855;0.0
2016;0.033;0.045;0.018;0.0;0.0;0.0;0.859;0.0
2017;0.033;0.045;0.013;0.0;0.0;0.0;0.863;0.0
2018;0.033;0.045;0.009;0.0;0.0;0.0;0.868;0.0
