YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.003;0.188;0.0;0.0;0.012;0.0;0.765;0.019
2001;0.003;0.188;0.0;0.0;0.012;0.0;0.765;0.019
2002;0.003;0.188;0.0;0.0;0.012;0.0;0.765;0.019
2003;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2004;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2005;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2006;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2007;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2008;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2009;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2010;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2011;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2012;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2013;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2014;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2015;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2016;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2017;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
2018;0.003;0.188;0.0;0.0;0.012;0.0;0.766;0.019
