YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.632;0.0;0.221;0.016;0.0;0.046;0.044
2001;0.0;0.633;0.0;0.22;0.016;0.0;0.046;0.044
2002;0.0;0.634;0.0;0.219;0.016;0.0;0.046;0.044
2003;0.0;0.634;0.0;0.219;0.016;0.0;0.046;0.044
2004;0.0;0.635;0.0;0.218;0.016;0.0;0.046;0.044
2005;0.0;0.636;0.0;0.217;0.017;0.0;0.046;0.044
2006;0.0;0.637;0.0;0.216;0.017;0.0;0.046;0.044
2007;0.0;0.637;0.0;0.215;0.017;0.0;0.046;0.044
2008;0.0;0.638;0.0;0.214;0.017;0.0;0.046;0.044
2009;0.0;0.639;0.0;0.213;0.017;0.0;0.046;0.044
2010;0.0;0.64;0.0;0.212;0.017;0.0;0.046;0.044
2011;0.0;0.641;0.0;0.211;0.017;0.0;0.046;0.044
2012;0.0;0.642;0.0;0.21;0.017;0.0;0.046;0.044
2013;0.0;0.642;0.0;0.21;0.017;0.0;0.046;0.044
2014;0.0;0.643;0.0;0.209;0.017;0.0;0.046;0.044
2015;0.0;0.643;0.0;0.209;0.017;0.0;0.046;0.044
2016;0.0;0.644;0.0;0.208;0.017;0.0;0.046;0.044
2017;0.0;0.645;0.0;0.207;0.017;0.0;0.046;0.044
2018;0.0;0.645;0.0;0.207;0.017;0.0;0.046;0.044
