YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2001;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2002;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2003;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2004;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2005;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2006;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2007;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2008;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2009;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2010;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2011;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2012;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2013;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2014;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2015;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2016;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2017;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
2018;0.0;0.925;0.0;0.0;0.007;0.0;0.062;0.004
