YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.687;0.0;0.0;0.102;0.002;0.017;0.0
2001;0.0;0.67;0.0;0.0;0.102;0.002;0.017;0.0
2002;0.0;0.653;0.0;0.0;0.102;0.002;0.018;0.0
2003;0.0;0.636;0.0;0.0;0.102;0.002;0.018;0.0
2004;0.0;0.619;0.0;0.0;0.102;0.002;0.018;0.0
2005;0.0;0.602;0.0;0.0;0.102;0.002;0.018;0.0
2006;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2007;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2008;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2009;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2010;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2011;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2012;0.0;0.585;0.0;0.0;0.102;0.002;0.018;0.0
2013;0.0;0.584;0.0;0.0;0.102;0.002;0.018;0.0
2014;0.0;0.584;0.0;0.0;0.103;0.002;0.018;0.0
2015;0.0;0.584;0.0;0.0;0.103;0.002;0.018;0.0
2016;0.0;0.584;0.0;0.0;0.103;0.002;0.018;0.0
2017;0.0;0.583;0.0;0.0;0.104;0.002;0.018;0.0
2018;0.0;0.583;0.0;0.0;0.104;0.002;0.018;0.0
