YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.077;0.215;0.007;0.0;0.008;0.0;0.52;0.081
2001;0.078;0.214;0.007;0.0;0.008;0.0;0.515;0.086
2002;0.078;0.212;0.007;0.0;0.008;0.0;0.51;0.091
2003;0.079;0.211;0.007;0.0;0.008;0.0;0.504;0.096
2004;0.08;0.21;0.007;0.0;0.008;0.0;0.499;0.101
2005;0.081;0.208;0.008;0.0;0.008;0.0;0.494;0.106
2006;0.082;0.207;0.008;0.0;0.008;0.0;0.489;0.111
2007;0.082;0.207;0.008;0.0;0.008;0.0;0.489;0.111
2008;0.083;0.206;0.008;0.0;0.008;0.0;0.489;0.111
2009;0.083;0.206;0.008;0.0;0.008;0.0;0.489;0.11
2010;0.083;0.206;0.008;0.0;0.008;0.0;0.489;0.11
2011;0.083;0.206;0.008;0.0;0.008;0.0;0.489;0.11
2012;0.084;0.206;0.008;0.0;0.008;0.0;0.489;0.11
2013;0.085;0.205;0.009;0.0;0.008;0.0;0.491;0.106
2014;0.086;0.205;0.01;0.0;0.008;0.0;0.492;0.103
2015;0.087;0.205;0.012;0.0;0.008;0.0;0.494;0.1
2016;0.088;0.205;0.013;0.0;0.008;0.0;0.496;0.096
2017;0.089;0.205;0.014;0.0;0.008;0.0;0.497;0.093
2018;0.091;0.205;0.015;0.0;0.008;0.0;0.499;0.089
