YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.872;0.0;0.06;0.002;0.0;0.028;0.0
2001;0.0;0.873;0.0;0.058;0.002;0.0;0.027;0.0
2002;0.0;0.873;0.0;0.056;0.002;0.0;0.027;0.0
2003;0.0;0.874;0.0;0.054;0.002;0.0;0.027;0.0
2004;0.0;0.874;0.0;0.052;0.002;0.0;0.027;0.0
2005;0.0;0.875;0.0;0.05;0.002;0.0;0.027;0.0
2006;0.0;0.876;0.0;0.048;0.002;0.0;0.027;0.0
2007;0.0;0.876;0.0;0.048;0.002;0.0;0.028;0.0
2008;0.0;0.876;0.0;0.048;0.002;0.0;0.028;0.0
2009;0.0;0.876;0.0;0.048;0.002;0.0;0.028;0.0
2010;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2011;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2012;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2013;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2014;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2015;0.0;0.875;0.0;0.048;0.002;0.0;0.028;0.0
2016;0.0;0.875;0.0;0.048;0.002;0.0;0.029;0.0
2017;0.0;0.875;0.0;0.048;0.002;0.0;0.029;0.0
2018;0.0;0.875;0.0;0.048;0.002;0.0;0.029;0.0
