YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.037;0.137;0.025;0.0;0.042;0.002;0.694;0.045
2001;0.037;0.137;0.025;0.0;0.042;0.002;0.691;0.046
2002;0.038;0.137;0.025;0.0;0.042;0.002;0.689;0.048
2003;0.038;0.137;0.025;0.0;0.042;0.002;0.686;0.05
2004;0.038;0.137;0.026;0.0;0.042;0.002;0.684;0.052
2005;0.039;0.137;0.026;0.0;0.042;0.002;0.681;0.054
2006;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2007;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2008;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2009;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2010;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2011;0.039;0.137;0.026;0.0;0.042;0.002;0.679;0.056
2012;0.039;0.137;0.027;0.0;0.042;0.002;0.679;0.056
2013;0.039;0.137;0.027;0.0;0.042;0.002;0.677;0.056
2014;0.04;0.137;0.028;0.0;0.042;0.002;0.676;0.056
2015;0.04;0.138;0.028;0.0;0.042;0.002;0.675;0.056
2016;0.041;0.138;0.029;0.0;0.042;0.002;0.674;0.057
2017;0.041;0.138;0.029;0.0;0.042;0.002;0.673;0.057
2018;0.042;0.138;0.03;0.0;0.042;0.002;0.672;0.057
