YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2001;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2002;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2003;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2004;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2005;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2006;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2007;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2008;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2009;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2010;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2011;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2012;0.0;0.777;0.0;0.002;0.008;0.0;0.15;0.046
2013;0.0;0.777;0.0;0.001;0.008;0.0;0.15;0.046
2014;0.0;0.778;0.0;0.001;0.008;0.0;0.15;0.046
2015;0.0;0.778;0.0;0.001;0.008;0.0;0.15;0.046
2016;0.0;0.778;0.0;0.001;0.008;0.0;0.15;0.046
2017;0.0;0.778;0.0;0.001;0.008;0.0;0.15;0.046
2018;0.0;0.778;0.0;0.0;0.008;0.0;0.15;0.046
