YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.387;0.0;0.378;0.004;0.0;0.05;0.106
2001;0.0;0.388;0.0;0.376;0.004;0.0;0.05;0.106
2002;0.0;0.389;0.0;0.375;0.004;0.0;0.05;0.106
2003;0.0;0.39;0.0;0.374;0.004;0.0;0.05;0.106
2004;0.0;0.392;0.0;0.373;0.004;0.0;0.05;0.106
2005;0.0;0.393;0.0;0.371;0.004;0.0;0.05;0.106
2006;0.0;0.394;0.0;0.37;0.004;0.0;0.05;0.106
2007;0.0;0.395;0.0;0.368;0.004;0.0;0.05;0.106
2008;0.0;0.396;0.0;0.367;0.004;0.0;0.05;0.106
2009;0.0;0.398;0.0;0.365;0.004;0.0;0.05;0.106
2010;0.0;0.399;0.0;0.363;0.004;0.0;0.05;0.106
2011;0.0;0.401;0.0;0.362;0.004;0.0;0.05;0.106
2012;0.0;0.402;0.0;0.36;0.004;0.0;0.05;0.106
2013;0.0;0.403;0.0;0.359;0.005;0.0;0.05;0.106
2014;0.0;0.404;0.0;0.358;0.005;0.0;0.05;0.106
2015;0.0;0.405;0.0;0.356;0.005;0.0;0.05;0.106
2016;0.0;0.406;0.0;0.355;0.005;0.0;0.05;0.106
2017;0.0;0.407;0.0;0.354;0.005;0.0;0.05;0.106
2018;0.0;0.408;0.0;0.353;0.005;0.0;0.05;0.106
