YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.108;0.0;0.681;0.042;0.0;0.094;0.0
2001;0.0;0.109;0.0;0.68;0.042;0.0;0.094;0.0
2002;0.0;0.109;0.0;0.679;0.042;0.0;0.094;0.0
2003;0.0;0.11;0.0;0.679;0.042;0.0;0.094;0.0
2004;0.0;0.11;0.0;0.678;0.042;0.0;0.094;0.0
2005;0.0;0.11;0.0;0.677;0.042;0.0;0.094;0.0
2006;0.0;0.111;0.0;0.676;0.042;0.0;0.094;0.0
2007;0.0;0.112;0.0;0.675;0.042;0.0;0.094;0.0
2008;0.0;0.113;0.0;0.673;0.042;0.0;0.094;0.0
2009;0.0;0.114;0.0;0.671;0.042;0.0;0.094;0.0
2010;0.0;0.115;0.0;0.669;0.041;0.0;0.094;0.0
2011;0.0;0.116;0.0;0.667;0.041;0.0;0.094;0.0
2012;0.0;0.117;0.0;0.666;0.041;0.0;0.094;0.0
2013;0.0;0.118;0.0;0.664;0.041;0.0;0.094;0.0
2014;0.0;0.119;0.0;0.663;0.041;0.0;0.094;0.0
2015;0.0;0.119;0.0;0.662;0.041;0.0;0.094;0.0
2016;0.0;0.12;0.0;0.661;0.041;0.0;0.094;0.0
2017;0.0;0.121;0.0;0.66;0.041;0.0;0.094;0.0
2018;0.0;0.121;0.0;0.659;0.041;0.0;0.094;0.0
