YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.501;0.0;0.0;0.059;0.0;0.376;0.058
2001;0.0;0.491;0.0;0.0;0.059;0.0;0.376;0.058
2002;0.0;0.482;0.0;0.0;0.059;0.0;0.377;0.058
2003;0.0;0.473;0.0;0.0;0.059;0.0;0.377;0.058
2004;0.0;0.463;0.0;0.0;0.059;0.0;0.377;0.058
2005;0.0;0.454;0.0;0.0;0.059;0.0;0.377;0.058
2006;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2007;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2008;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2009;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2010;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2011;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2012;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2013;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2014;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2015;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2016;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2017;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
2018;0.0;0.445;0.0;0.0;0.059;0.0;0.377;0.058
