YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.118;0.144;0.009;0.016;0.008;0.003;0.513;0.135
2001;0.118;0.144;0.009;0.016;0.008;0.003;0.51;0.135
2002;0.118;0.144;0.009;0.016;0.008;0.003;0.508;0.135
2003;0.118;0.144;0.009;0.016;0.008;0.003;0.505;0.136
2004;0.118;0.143;0.01;0.016;0.008;0.004;0.503;0.136
2005;0.118;0.143;0.01;0.016;0.008;0.004;0.501;0.136
2006;0.118;0.143;0.01;0.016;0.008;0.004;0.498;0.136
2007;0.118;0.143;0.01;0.016;0.008;0.004;0.498;0.136
2008;0.118;0.143;0.01;0.016;0.008;0.004;0.498;0.136
2009;0.118;0.143;0.01;0.016;0.008;0.004;0.498;0.136
2010;0.118;0.143;0.01;0.016;0.008;0.004;0.498;0.136
2011;0.119;0.144;0.01;0.016;0.008;0.004;0.497;0.136
2012;0.119;0.144;0.01;0.016;0.008;0.004;0.497;0.136
2013;0.119;0.143;0.011;0.016;0.008;0.004;0.497;0.135
2014;0.119;0.143;0.011;0.016;0.008;0.004;0.497;0.134
2015;0.12;0.142;0.012;0.016;0.008;0.004;0.497;0.134
2016;0.12;0.142;0.013;0.016;0.008;0.004;0.497;0.133
2017;0.12;0.142;0.013;0.016;0.008;0.004;0.497;0.132
2018;0.121;0.141;0.014;0.016;0.008;0.004;0.496;0.132
