YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.014;0.415;0.007;0.359;0.024;0.0;0.125;0.035
2001;0.014;0.416;0.007;0.358;0.024;0.0;0.124;0.035
2002;0.015;0.417;0.008;0.357;0.025;0.0;0.123;0.035
2003;0.015;0.418;0.008;0.356;0.025;0.0;0.122;0.035
2004;0.015;0.419;0.009;0.355;0.025;0.0;0.121;0.035
2005;0.016;0.42;0.009;0.353;0.025;0.0;0.12;0.035
2006;0.016;0.421;0.01;0.352;0.025;0.0;0.119;0.035
2007;0.016;0.423;0.01;0.35;0.025;0.0;0.119;0.035
2008;0.016;0.426;0.01;0.347;0.025;0.0;0.119;0.035
2009;0.016;0.429;0.01;0.345;0.025;0.0;0.119;0.035
2010;0.016;0.431;0.01;0.342;0.025;0.0;0.119;0.035
2011;0.016;0.434;0.01;0.34;0.025;0.0;0.119;0.035
2012;0.016;0.436;0.01;0.337;0.025;0.0;0.119;0.035
2013;0.016;0.434;0.01;0.335;0.025;0.0;0.123;0.034
2014;0.016;0.432;0.01;0.333;0.025;0.0;0.127;0.034
2015;0.016;0.431;0.01;0.331;0.024;0.0;0.13;0.034
2016;0.016;0.429;0.01;0.329;0.024;0.0;0.134;0.034
2017;0.016;0.427;0.01;0.327;0.024;0.0;0.138;0.034
2018;0.016;0.425;0.01;0.325;0.024;0.0;0.142;0.034
