YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.005;0.1;0.001;0.0;0.011;0.0;0.739;0.144
2001;0.005;0.1;0.001;0.0;0.011;0.0;0.738;0.144
2002;0.005;0.1;0.001;0.0;0.011;0.0;0.738;0.144
2003;0.005;0.1;0.001;0.0;0.011;0.0;0.738;0.143
2004;0.005;0.099;0.001;0.0;0.011;0.0;0.738;0.143
2005;0.005;0.099;0.001;0.0;0.011;0.0;0.738;0.143
2006;0.005;0.099;0.001;0.0;0.011;0.0;0.738;0.143
2007;0.005;0.099;0.001;0.0;0.012;0.0;0.738;0.143
2008;0.005;0.099;0.001;0.0;0.013;0.0;0.737;0.143
2009;0.005;0.099;0.001;0.0;0.014;0.0;0.737;0.142
2010;0.005;0.099;0.001;0.0;0.014;0.0;0.736;0.142
2011;0.005;0.1;0.001;0.0;0.015;0.0;0.736;0.142
2012;0.005;0.1;0.001;0.0;0.016;0.0;0.735;0.142
2013;0.005;0.1;0.001;0.0;0.016;0.0;0.735;0.142
2014;0.005;0.099;0.002;0.0;0.016;0.0;0.735;0.142
2015;0.005;0.099;0.002;0.0;0.016;0.0;0.735;0.142
2016;0.005;0.099;0.002;0.0;0.016;0.0;0.735;0.142
2017;0.005;0.099;0.002;0.0;0.016;0.0;0.735;0.142
2018;0.005;0.099;0.002;0.0;0.016;0.0;0.735;0.142
