YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.006;0.008;0.084;0.0;0.05;0.029;0.796;0.0
2001;0.006;0.008;0.082;0.0;0.05;0.032;0.794;0.0
2002;0.006;0.008;0.081;0.0;0.05;0.035;0.792;0.0
2003;0.006;0.008;0.079;0.0;0.05;0.038;0.79;0.0
2004;0.006;0.008;0.077;0.0;0.05;0.041;0.788;0.0
2005;0.006;0.008;0.075;0.0;0.05;0.044;0.786;0.0
2006;0.006;0.008;0.073;0.0;0.05;0.046;0.784;0.0
2007;0.006;0.008;0.073;0.0;0.05;0.048;0.784;0.0
2008;0.006;0.008;0.073;0.0;0.05;0.05;0.784;0.0
2009;0.006;0.008;0.073;0.0;0.05;0.051;0.784;0.0
2010;0.006;0.008;0.073;0.0;0.05;0.053;0.784;0.0
2011;0.006;0.008;0.073;0.0;0.05;0.054;0.784;0.0
2012;0.006;0.008;0.073;0.0;0.05;0.056;0.784;0.0
2013;0.006;0.008;0.076;0.0;0.05;0.056;0.777;0.0
2014;0.006;0.008;0.078;0.0;0.05;0.056;0.77;0.0
2015;0.006;0.008;0.081;0.0;0.05;0.057;0.764;0.0
2016;0.006;0.008;0.083;0.0;0.05;0.057;0.757;0.0
2017;0.006;0.008;0.085;0.0;0.05;0.057;0.751;0.0
2018;0.006;0.008;0.088;0.0;0.05;0.058;0.744;0.0
