YYYY;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;scrub_fra;wetl_fra
2000;0.0;0.428;0.0;0.16;0.06;0.0;0.207;0.108
2001;0.0;0.429;0.0;0.159;0.06;0.0;0.207;0.108
2002;0.0;0.43;0.0;0.158;0.06;0.0;0.207;0.108
2003;0.0;0.431;0.0;0.156;0.06;0.0;0.207;0.108
2004;0.0;0.432;0.0;0.155;0.06;0.0;0.207;0.108
2005;0.0;0.434;0.0;0.154;0.06;0.0;0.207;0.108
2006;0.0;0.435;0.0;0.153;0.06;0.0;0.207;0.108
2007;0.0;0.435;0.0;0.152;0.06;0.0;0.207;0.108
2008;0.0;0.436;0.0;0.152;0.06;0.0;0.207;0.108
2009;0.0;0.437;0.0;0.151;0.06;0.0;0.207;0.108
2010;0.0;0.438;0.0;0.15;0.06;0.0;0.207;0.108
2011;0.0;0.439;0.0;0.149;0.06;0.0;0.207;0.108
2012;0.0;0.439;0.0;0.148;0.06;0.0;0.207;0.108
2013;0.0;0.44;0.0;0.147;0.06;0.0;0.207;0.108
2014;0.0;0.441;0.0;0.147;0.06;0.0;0.208;0.108
2015;0.0;0.441;0.0;0.146;0.06;0.0;0.208;0.108
2016;0.0;0.442;0.0;0.145;0.06;0.0;0.208;0.108
2017;0.0;0.443;0.0;0.144;0.06;0.0;0.209;0.108
2018;0.0;0.443;0.0;0.143;0.06;0.0;0.209;0.108
