YYYY;MM;DD;fsca_full_watershed;fsca_outside_glaciers;glacier_albedo
2000;2;24;68.406;68.406;
2000;2;25;68.414;68.414;
2000;2;26;68.436;68.436;
2000;2;27;69.347;69.347;
2000;2;28;68.834;68.834;
2000;2;29;69.176;69.176;
2000;3;1;69.177;69.177;
2000;3;2;69.008;69.008;
2000;3;3;69.881;69.881;
2000;3;4;69.192;69.192;
2000;3;5;70.206;70.206;
2000;3;6;69.751;69.751;
2000;3;7;71.196;71.196;
2000;3;8;71.369;71.369;
2000;3;9;70.638;70.638;
2000;3;10;74.928;74.928;
2000;3;11;69.69;69.69;
2000;3;12;76.498;76.498;
2000;3;13;76.303;76.303;
2000;3;14;76.787;76.787;
2000;3;15;76.62;76.62;
2000;3;16;62.684;62.684;
2000;3;17;67.384;67.384;
2000;3;18;67.416;67.416;
2000;3;19;68.3;68.3;
2000;3;20;68.491;68.491;
2000;3;21;68.427;68.427;
2000;3;22;68.667;68.667;
2000;3;23;68.478;68.478;
2000;3;24;67.135;67.135;
2000;3;25;64.167;64.167;
2000;3;26;64.339;64.339;
2000;3;27;69.903;69.903;
2000;3;28;69.201;69.201;
2000;3;29;68.771;68.771;
2000;3;30;69.298;69.298;
2000;3;31;70.478;70.478;
2000;4;1;70.489;70.489;
2000;4;2;70.044;70.044;
2000;4;3;70.476;70.476;
2000;4;4;70.522;70.522;
2000;4;5;69.988;69.988;
2000;4;6;68.415;68.415;
2000;4;7;66.699;66.699;
2000;4;8;;;
2000;4;9;65.579;65.579;
2000;4;10;63.979;63.979;
2000;4;11;62.957;62.957;
2000;4;12;62.542;62.542;
2000;4;13;63.25;63.25;
2000;4;14;63.983;63.983;
2000;4;15;64.037;64.037;
2000;4;16;64.494;64.494;
2000;4;17;63.76;63.76;
2000;4;18;63.683;63.683;
2000;4;19;63.405;63.405;
2000;4;20;63.037;63.037;
2000;4;21;63.005;63.005;
2000;4;22;62.593;62.593;
2000;4;23;62.943;62.943;
2000;4;24;62.457;62.457;
2000;4;25;62.831;62.831;
2000;4;26;61.73;61.73;
2000;4;27;60.728;60.728;
2000;4;28;61.553;61.553;
2000;4;29;58.464;58.464;
2000;4;30;49.454;49.454;
2000;5;1;48.344;48.344;
2000;5;2;48.147;48.147;
2000;5;3;49.155;49.155;
2000;5;4;49.073;49.073;
2000;5;5;42.044;42.044;
2000;5;6;43.055;43.055;
2000;5;7;48.703;48.703;
2000;5;8;51.533;51.533;
2000;5;9;51.175;51.175;
2000;5;10;51.223;51.223;
2000;5;11;51.257;51.257;
2000;5;12;48.893;48.893;
2000;5;13;48.438;48.438;
2000;5;14;43.602;43.602;
2000;5;15;43.361;43.361;
2000;5;16;43.035;43.035;
2000;5;17;44.301;44.301;
2000;5;18;41.117;41.117;
2000;5;19;40.278;40.278;
2000;5;20;38.584;38.584;
2000;5;21;36.781;36.781;
2000;5;22;35.004;35.004;
2000;5;23;33.795;33.795;
2000;5;24;33.607;33.607;
2000;5;25;32.569;32.569;
2000;5;26;32.19;32.19;
2000;5;27;31.633;31.633;
2000;5;28;31.735;31.735;
2000;5;29;31.75;31.75;
2000;5;30;31.772;31.772;
2000;5;31;27.465;27.465;
2000;6;1;25.298;25.298;
2000;6;2;23.077;23.077;
2000;6;3;20.071;20.071;
2000;6;4;19.673;19.673;
2000;6;5;16.961;16.961;
2000;6;6;16.032;16.032;
2000;6;7;13.332;13.332;
2000;6;8;11.367;11.367;
2000;6;9;9.965;9.965;
2000;6;10;9.481;9.481;
2000;6;11;7.87;7.87;
2000;6;12;7.249;7.249;
2000;6;13;7.276;7.276;
2000;6;14;5.578;5.578;
2000;6;15;4.593;4.593;
2000;6;16;2.952;2.952;
2000;6;17;3.41;3.41;
2000;6;18;2.481;2.481;
2000;6;19;2.537;2.537;
2000;6;20;1.924;1.924;
2000;6;21;2.171;2.171;
2000;6;22;2.426;2.426;
2000;6;23;1.264;1.264;
2000;6;24;1.69;1.69;
2000;6;25;0.602;0.602;
2000;6;26;0.279;0.279;
2000;6;27;0.001;0.001;
2000;6;28;0.0;0.0;
2000;6;29;0.0;0.0;
2000;6;30;0.0;0.0;
2000;7;1;0.0;0.0;
2000;7;2;0.0;0.0;
2000;7;3;0.0;0.0;
2000;7;4;0.0;0.0;
2000;7;5;0.0;0.0;
2000;7;6;0.0;0.0;
2000;7;7;0.0;0.0;
2000;7;8;0.001;0.001;
2000;7;9;0.0;0.0;
2000;7;10;0.0;0.0;
2000;7;11;0.0;0.0;
2000;7;12;0.0;0.0;
2000;7;13;0.0;0.0;
2000;7;14;0.0;0.0;
2000;7;15;0.001;0.001;
2000;7;16;0.084;0.084;
2000;7;17;0.084;0.084;
2000;7;18;0.094;0.094;
2000;7;19;0.074;0.074;
2000;7;20;0.013;0.013;
2000;7;21;0.0;0.0;
2000;7;22;0.0;0.0;
2000;7;23;0.0;0.0;
2000;7;24;0.0;0.0;
2000;7;25;0.0;0.0;
2000;7;26;0.0;0.0;
2000;7;27;0.0;0.0;
2000;7;28;0.0;0.0;
2000;7;29;0.0;0.0;
2000;7;30;0.0;0.0;
