;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;6.54;183.04
1891;;;;6.525;182.609
1892;;;;6.509;182.179
1893;;;;6.494;181.748
1894;;;;6.478;181.318
1895;;;;6.463;180.887
1896;;;;6.448;180.457
1897;;;;6.432;180.026
1898;;;;6.417;179.596
1899;;;;6.401;179.165
1900;;;;6.386;178.735
1901;;;;6.371;178.304
1902;;;;6.355;177.874
1903;;;;6.34;177.443
1904;;;;6.325;177.012
1905;;;;6.309;176.582
1906;;;;6.294;176.151
1907;;;;6.278;175.721
1908;;;;6.263;175.29
1909;;;;6.248;174.86
1910;;;;6.232;174.429
1911;;;;6.217;173.999
1912;;;;6.201;173.568
1913;;;;6.186;173.138
1914;;;;6.171;172.707
1915;;;;6.155;172.277
1916;;;;6.14;171.846
1917;;;;6.125;171.416
1918;;;;6.109;170.985
1919;;;;6.094;170.555
1920;;;;6.078;170.124
1921;;;;6.063;169.694
1922;;;;6.048;169.263
1923;;;;6.032;168.832
1924;;;;6.017;168.402
1925;;;;6.002;167.971
1926;;;;5.986;167.541
1927;;;;5.971;167.11
1928;;;;5.955;166.68
1929;;;;5.94;166.249
1930;;;;5.925;165.819
1931;;;;5.909;165.388
1932;;;;5.894;164.958
1933;;;;5.878;164.527
1934;;;;5.863;164.097
1935;;;;5.848;163.666
1936;;;;5.832;163.236
1937;;;;5.817;162.805
1938;;;;5.802;162.375
1939;;;;5.786;161.944
1940;;;;5.771;161.514
1941;;;;5.755;161.083
1942;;;;5.74;160.652
1943;;;;5.725;160.222
1944;;;;5.709;159.791
1945;;;;5.694;159.361
1946;;;;5.695;159.386
1947;;;;5.696;159.411
1948;;;;5.697;159.436
1949;;;;5.697;159.461
1950;;;;5.698;159.486
1951;;;;5.699;159.511
1952;;;;5.7;159.536
1953;;;;5.701;159.561
1954;;;;5.702;159.586
1955;;;;5.703;159.611
1956;;;;5.704;159.636
1957;;;;5.705;159.661
1958;;;;5.706;159.686
1959;;;;5.706;159.712
1960;;;;5.707;159.737
1961;;;;5.708;159.762
1962;;;;5.709;159.787
1963;;;;5.71;159.812
1964;;;;5.711;159.837
1965;;;;5.712;159.862
1966;;;;5.713;159.887
1967;;;;5.714;159.912
1968;;;;5.714;159.937
1969;;;;5.715;159.962
1970;;;;5.716;159.987
1971;;;;5.701;159.552
1972;;;;5.685;159.118
1973;;;;5.67;158.683
1974;;;;5.654;158.249
1975;;;;5.639;157.814
1976;;;;5.623;157.379
1977;;;;5.608;156.945
1978;;;;5.592;156.51
1979;;;;5.576;156.076
1980;;;;5.561;155.641
1981;;;;5.545;155.206
1982;;;;5.53;154.772
1983;;;;5.514;154.337
1984;;;;5.499;153.903
1985;;;;5.483;153.468
1986;;;;5.468;153.033
1987;;;;5.452;152.599
1988;;;;5.437;152.164
1989;;;;5.421;151.73
1990;;;;5.406;151.295
1991;;;;5.39;150.86
1992;;;;5.375;150.426
1993;;;;5.359;149.991
1994;;;;5.344;149.557
1995;;;;5.328;149.122
1996;;;;5.313;148.687
1997;-1.9569025;-3.2638633;1.3069608;5.297;148.253
1998;-1.0824411;-2.4815943;1.3991532;5.281;147.818
1999;-0.50584066;-1.9997221;1.4938815;5.266;147.384
2000;-1.3911108;-2.610672;1.2195612;5.25;146.949
2001;0.50603974;-1.7860304;2.2920702;5.219;146.082
2002;-0.4866855;-2.2097275;1.723042;5.188;145.216
2003;-0.71003795;-3.168566;2.458528;5.158;144.349
2004;-0.8236085;-2.543596;1.7199875;5.127;143.483
2005;-1.8632319;-3.0474765;1.1842446;5.096;142.616
2006;-1.0165699;-2.8472888;1.830719;5.065;141.75
2007;-0.22328424;-2.1306639;1.9073796;5.034;140.883
2008;-0.8646481;-2.7554681;1.89082;5.003;140.016
2009;-0.26170492;-2.3414502;2.0797453;4.972;139.15
2010;-1.3068271;-3.2498183;1.9429913;4.941;138.283
2011;0.7182522;-1.3769188;2.095171;4.91;137.417
2012;-0.7519045;-2.6285617;1.8766572;4.879;136.55
2013;-0.30682087;-2.5798125;2.2729917;4.848;135.684
2014;-0.11908531;-2.4690943;2.350009;4.817;134.817
2015;0.93091357;-1.3992838;2.3301973;4.798;134.276
2016;-0.67043793;-2.4858751;1.8154372;4.778;133.735
2017;-0.16853929;-2.2692697;2.1007304;4.759;133.194
2018;-0.006541729;-2.1793933;2.1728516;4.74;132.669
2019;-0.681088;-2.527451;1.8463631;4.721;132.145
2020;-0.6984565;-2.5370326;1.8385761;4.721;132.145
2021;-1.443824;-3.2835135;1.8396895;4.721;132.145
2022;-0.2672348;-2.4682;2.2009652;4.721;132.145
