;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;19.663;153.628
1891;;;;19.637;153.422
1892;;;;19.61;153.216
1893;;;;19.584;153.009
1894;;;;19.558;152.803
1895;;;;19.531;152.597
1896;;;;19.505;152.391
1897;;;;19.478;152.185
1898;;;;19.452;151.978
1899;;;;19.426;151.772
1900;;;;19.399;151.566
1901;;;;19.373;151.36
1902;;;;19.346;151.153
1903;;;;19.32;150.947
1904;;;;19.294;150.741
1905;;;;19.267;150.535
1906;;;;19.241;150.329
1907;;;;19.214;150.122
1908;;;;19.188;149.916
1909;;;;19.162;149.71
1910;;;;19.135;149.504
1911;;;;19.109;149.297
1912;;;;19.082;149.091
1913;;;;19.056;148.885
1914;;;;19.03;148.679
1915;;;;19.003;148.473
1916;;;;18.977;148.266
1917;;;;18.951;148.06
1918;;;;18.924;147.854
1919;;;;18.898;147.648
1920;;;;18.871;147.441
1921;;;;18.845;147.235
1922;;;;18.819;147.029
1923;;;;18.792;146.823
1924;;;;18.766;146.617
1925;;;;18.739;146.41
1926;;;;18.713;146.204
1927;;;;18.687;145.998
1928;;;;18.66;145.792
1929;;;;18.634;145.585
1930;;;;18.607;145.379
1931;;;;18.581;145.173
1932;;;;18.555;144.967
1933;;;;18.528;144.76
1934;;;;18.502;144.554
1935;;;;18.475;144.348
1936;;;;18.449;144.142
1937;;;;18.423;143.936
1938;;;;18.396;143.729
1939;;;;18.37;143.523
1940;;;;18.343;143.317
1941;;;;18.317;143.111
1942;;;;18.291;142.904
1943;;;;18.264;142.698
1944;;;;18.238;142.492
1945;;;;18.211;142.286
1946;;;;18.196;142.164
1947;;;;18.18;142.042
1948;;;;18.165;141.921
1949;;;;18.149;141.799
1950;;;;18.134;141.677
1951;;;;18.118;141.555
1952;;;;18.102;141.433
1953;;;;18.087;141.312
1954;;;;18.071;141.19
1955;;;;18.056;141.068
1956;;;;18.04;140.946
1957;;;;18.024;140.825
1958;;;;18.009;140.703
1959;;;;17.993;140.581
1960;;;;17.978;140.459
1961;;;;17.962;140.338
1962;;;;17.947;140.216
1963;;;;17.931;140.094
1964;;;;17.915;139.972
1965;;;;17.9;139.851
1966;;;;17.884;139.729
1967;;;;17.869;139.607
1968;;;;17.853;139.485
1969;;;;17.837;139.364
1970;;;;17.822;139.242
1971;;;;17.806;139.12
1972;;;;17.791;138.997
1973;;;;17.775;138.875
1974;;;;17.759;138.753
1975;;;;17.744;138.631
1976;;;;17.728;138.509
1977;;;;17.712;138.387
1978;;;;17.697;138.264
1979;;;;17.681;138.142
1980;;;;17.665;138.02
1981;;;;17.65;137.898
1982;;;;17.634;137.776
1983;;;;17.619;137.653
1984;;;;17.603;137.531
1985;;;;17.587;137.409
1986;;;;17.572;137.287
1987;;;;17.556;137.165
1988;;;;17.54;137.042
1989;;;;17.525;136.92
1990;;;;17.509;136.798
1991;;;;17.493;136.676
1992;;;;17.478;136.554
1993;;;;17.462;136.432
1994;;;;17.447;136.309
1995;;;;17.431;136.187
1996;;;;17.415;136.065
1997;;;;17.4;135.943
1998;;;;17.384;135.821
1999;;;;17.368;135.698
2000;;;;17.353;135.576
2001;;;;17.277;134.988
2002;;;;17.202;134.4
2003;;;;17.127;133.812
2004;;;;17.052;133.224
2005;;;;16.976;132.636
2006;;;;16.901;132.048
2007;;;;16.826;131.46
2008;;;;16.751;130.872
2009;;;;16.675;130.285
2010;;;;16.6;129.697
2011;;;;16.525;129.109
2012;;;;16.45;128.521
2013;;;;16.374;127.933
2014;;;;16.299;127.345
2015;;;;16.221;126.734
2016;;;;16.143;126.124
2017;;;;16.065;125.513
2018;;;;16.034;125.27
2019;;;;16.003;125.028
