;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;16.07;82.946
1891;;;;16.036;82.773
1892;;;;16.003;82.601
1893;;;;15.969;82.428
1894;;;;15.936;82.255
1895;;;;15.902;82.083
1896;;;;15.869;81.91
1897;;;;15.836;81.737
1898;;;;15.802;81.565
1899;;;;15.769;81.392
1900;;;;15.735;81.219
1901;;;;15.702;81.047
1902;;;;15.668;80.874
1903;;;;15.635;80.702
1904;;;;15.601;80.529
1905;;;;15.568;80.356
1906;;;;15.535;80.184
1907;;;;15.501;80.011
1908;;;;15.468;79.838
1909;;;;15.434;79.666
1910;;;;15.401;79.493
1911;;;;15.367;79.32
1912;;;;15.334;79.148
1913;;;;15.3;78.975
1914;;;;15.267;78.803
1915;;;;15.234;78.63
1916;;;;15.2;78.457
1917;;;;15.167;78.285
1918;;;;15.133;78.112
1919;;;;15.1;77.939
1920;;;;15.066;77.767
1921;;;;15.033;77.594
1922;;;;14.999;77.421
1923;;;;14.966;77.249
1924;;;;14.933;77.076
1925;;;;14.899;76.904
1926;;;;14.866;76.731
1927;;;;14.832;76.558
1928;;;;14.799;76.386
1929;;;;14.765;76.213
1930;;;;14.732;76.04
1931;;;;14.698;75.868
1932;;;;14.665;75.695
1933;;;;14.632;75.522
1934;;;;14.598;75.35
1935;;;;14.565;75.177
1936;;;;14.531;75.004
1937;;;;14.498;74.832
1938;;;;14.464;74.659
1939;;;;14.431;74.487
1940;;;;14.397;74.314
1941;;;;14.364;74.141
1942;;;;14.33;73.969
1943;;;;14.297;73.796
1944;;;;14.264;73.623
1945;;;;14.23;73.451
1946;;;;14.155;73.061
1947;;;;14.079;72.671
1948;;;;14.004;72.281
1949;;;;13.928;71.891
1950;;;;13.853;71.502
1951;;;;13.777;71.112
1952;;;;13.701;70.722
1953;;;;13.626;70.332
1954;;;;13.55;69.942
1955;;;;13.475;69.553
1956;;;;13.399;69.163
1957;;;;13.324;68.773
1958;;;;13.248;68.383
1959;;;;13.173;67.993
1960;;;;13.097;67.604
1961;;;;13.022;67.214
1962;;;;12.946;66.824
1963;;;;12.871;66.434
1964;;;;12.795;66.044
1965;;;;12.72;65.654
1966;;;;12.644;65.265
1967;;;;12.569;64.875
1968;;;;12.493;64.485
1969;;;;12.418;64.095
1970;;;;12.342;63.705
1971;;;;12.324;63.612
1972;;;;12.306;63.519
1973;;;;12.288;63.425
1974;;;;12.27;63.332
1975;;;;12.252;63.239
1976;;;;12.234;63.145
1977;;;;12.216;63.052
1978;;;;12.197;62.959
1979;;;;12.179;62.865
1980;;;;12.161;62.772
1981;;;;12.143;62.678
1982;;;;12.125;62.585
1983;;;;12.107;62.492
1984;;;;12.089;62.398
1985;;;;12.071;62.305
1986;;;;12.053;62.212
1987;;;;12.035;62.118
1988;;;;12.017;62.025
1989;;;;11.998;61.932
1990;;;;11.98;61.838
1991;;;;11.962;61.745
1992;;;;11.944;61.652
1993;;;;11.926;61.558
1994;;;;11.908;61.465
1995;;;;11.89;61.371
1996;;;;11.872;61.278
1997;;;;11.854;61.185
1998;;;;11.836;61.091
1999;;;;11.818;60.998
2000;;;;11.8;60.905
2001;;;;11.703;60.409
2002;;;;11.607;59.913
2003;;;;11.511;59.417
2004;;;;11.415;58.922
2005;;;;11.319;58.426
2006;;;;11.223;57.93
2007;;;;11.127;57.434
2008;;;;11.031;56.938
2009;;;;10.935;56.443
2010;;;;10.839;55.947
2011;;;;10.743;55.451
2012;;;;10.647;54.955
2013;;;;10.551;54.459
2014;;;;10.455;53.964
2015;;;;10.364;53.495
2016;;;;10.273;53.026
2017;;;;10.182;52.557
2018;;;;10.084;52.049
2019;;;;9.985;51.54
