;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;26.907;462.789
1891;;;;26.839;461.619
1892;;;;26.771;460.45
1893;;;;26.703;459.28
1894;;;;26.635;458.111
1895;;;;26.567;456.942
1896;;;;26.499;455.772
1897;;;;26.431;454.603
1898;;;;26.363;453.433
1899;;;;26.295;452.264
1900;;;;26.227;451.094
1901;;;;26.159;449.925
1902;;;;26.091;448.755
1903;;;;26.023;447.586
1904;;;;25.955;446.416
1905;;;;25.887;445.247
1906;;;;25.819;444.078
1907;;;;25.751;442.908
1908;;;;25.683;441.739
1909;;;;25.615;440.569
1910;;;;25.547;439.4
1911;;;;25.479;438.23
1912;;;;25.411;437.061
1913;;;;25.343;435.891
1914;;;;25.275;434.722
1915;;;;25.207;433.552
1916;;;;25.139;432.383
1917;;;;25.071;431.214
1918;;;;25.003;430.044
1919;;;;24.935;428.875
1920;;;;24.867;427.705
1921;;;;24.799;426.536
1922;;;;24.731;425.366
1923;;;;24.663;424.197
1924;;;;24.595;423.027
1925;;;;24.527;421.858
1926;;;;24.459;420.688
1927;;;;24.391;419.519
1928;;;;24.323;418.35
1929;;;;24.255;417.18
1930;;;;24.187;416.011
1931;;;;24.119;414.841
1932;;;;24.051;413.672
1933;;;;23.983;412.502
1934;;;;23.915;411.333
1935;;;;23.847;410.163
1936;;;;23.779;408.994
1937;;;;23.711;407.824
1938;;;;23.643;406.655
1939;;;;23.575;405.486
1940;;;;23.507;404.316
1941;;;;23.439;403.147
1942;;;;23.371;401.977
1943;;;;23.303;400.808
1944;;;;23.235;399.638
1945;;;;23.167;398.469
1946;;;;23.109;397.477
1947;;;;23.052;396.485
1948;;;;22.994;395.493
1949;;;;22.936;394.501
1950;;;;22.879;393.509
1951;;;;22.821;392.517
1952;;;;22.763;391.525
1953;;;;22.706;390.533
1954;;;;22.648;389.541
1955;;;;22.59;388.549
1956;;;;22.533;387.558
1957;;;;22.475;386.566
1958;;;;22.417;385.574
1959;;;;22.36;384.582
1960;;;;22.302;383.59
1961;;;;22.244;382.598
1962;;;;22.187;381.606
1963;;;;22.129;380.614
1964;;;;22.071;379.622
1965;;;;22.014;378.63
1966;;;;21.956;377.638
1967;;;;21.898;376.646
1968;;;;21.841;375.654
1969;;;;21.783;374.662
1970;;;;21.725;373.67
1971;;;;21.697;373.186
1972;;;;21.669;372.701
1973;;;;21.641;372.217
1974;;;;21.613;371.732
1975;;;;21.584;371.248
1976;;;;21.556;370.763
1977;;;;21.528;370.278
1978;;;;21.5;369.794
1979;;;;21.472;369.309
1980;;;;21.444;368.825
1981;;;;21.415;368.34
1982;;;;21.387;367.856
1983;;;;21.359;367.371
1984;;;;21.331;366.886
1985;;;;21.303;366.402
1986;;;;21.274;365.917
1987;;;;21.246;365.433
1988;;;;21.218;364.948
1989;;;;21.19;364.463
1990;;;;21.162;363.979
1991;;;;21.134;363.494
1992;;;;21.105;363.01
1993;;;;21.077;362.525
1994;;;;21.049;362.041
1995;;;;21.021;361.556
1996;;;;20.993;361.071
1997;-0.86962295;-2.8755407;2.0059178;20.965;360.587
1998;-1.3259981;-2.4027715;1.0767734;20.936;360.102
1999;-0.5240809;-1.9909766;1.4668957;20.908;359.618
2000;-0.7055726;-2.7279255;2.022353;20.88;359.133
2001;-0.9114661;-2.1973393;1.2858732;20.762;357.107
2002;-1.4127643;-2.8960211;1.4832568;20.644;355.08
2003;-1.549329;-3.7017965;2.1524675;20.527;353.054
2004;-0.94085526;-2.9356475;1.9947922;20.409;351.027
2005;-0.65608513;-2.2326934;1.5766083;20.291;349.001
2006;-0.7376859;-2.6948283;1.9571424;20.173;346.974
2007;-1.0385858;-2.5735369;1.5349511;20.055;344.948
2008;-1.5503539;-3.4536743;1.9033204;19.938;342.922
2009;0.037159562;-1.9284831;1.9656427;19.82;340.895
2010;-3.3654487;-4.5338264;1.1683776;19.702;338.869
2011;-0.9809706;-2.6562333;1.6752627;19.584;336.842
2012;-0.68509245;-2.7453675;2.060275;19.466;334.816
2013;-0.7777233;-2.1084728;1.3307495;19.348;332.789
2014;-2.1392298;-3.5073712;1.3681415;19.231;330.763
2015;0.65952957;-1.8057951;2.4653246;19.099;328.503
2016;-1.4803694;-3.2714472;1.7910777;18.968;326.242
2017;-0.81289697;-3.0373614;2.2244644;18.836;323.982
2018;-0.10593271;-1.8668398;1.760907;18.737;322.274
2019;-2.0240552;-3.8414648;1.8174095;18.638;320.567
2020;-0.69842696;-2.345421;1.6469941;18.638;320.567
2021;-1.7425269;-3.358986;1.616459;18.638;320.567
2022;0.022830725;-2.411283;2.4341137;18.638;320.567
