;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;1.525;2.762
1891;;;;1.513;2.74
1892;;;;1.501;2.718
1893;;;;1.488;2.695
1894;;;;1.476;2.673
1895;;;;1.464;2.651
1896;;;;1.452;2.629
1897;;;;1.439;2.607
1898;;;;1.427;2.585
1899;;;;1.415;2.562
1900;;;;1.403;2.54
1901;;;;1.39;2.518
1902;;;;1.378;2.496
1903;;;;1.366;2.474
1904;;;;1.354;2.452
1905;;;;1.341;2.429
1906;;;;1.329;2.407
1907;;;;1.317;2.385
1908;;;;1.305;2.363
1909;;;;1.293;2.341
1910;;;;1.28;2.319
1911;;;;1.268;2.296
1912;;;;1.256;2.274
1913;;;;1.244;2.252
1914;;;;1.231;2.23
1915;;;;1.219;2.208
1916;;;;1.207;2.186
1917;;;;1.195;2.163
1918;;;;1.182;2.141
1919;;;;1.17;2.119
1920;;;;1.158;2.097
1921;;;;1.146;2.075
1922;;;;1.133;2.053
1923;;;;1.121;2.03
1924;;;;1.109;2.008
1925;;;;1.097;1.986
1926;;;;1.084;1.964
1927;;;;1.072;1.942
1928;;;;1.06;1.92
1929;;;;1.048;1.897
1930;;;;1.035;1.875
1931;;;;1.023;1.853
1932;;;;1.011;1.831
1933;;;;0.999;1.809
1934;;;;0.987;1.787
1935;;;;0.974;1.764
1936;;;;0.962;1.742
1937;;;;0.95;1.72
1938;;;;0.938;1.698
1939;;;;0.925;1.676
1940;;;;0.913;1.654
1941;;;;0.901;1.631
1942;;;;0.889;1.609
1943;;;;0.876;1.587
1944;;;;0.864;1.565
1945;;;;0.852;1.543
1946;;;;0.852;1.544
1947;;;;0.853;1.544
1948;;;;0.853;1.545
1949;;;;0.854;1.546
1950;;;;0.854;1.547
1951;;;;0.855;1.548
1952;;;;0.855;1.549
1953;;;;0.856;1.55
1954;;;;0.856;1.55
1955;;;;0.857;1.551
1956;;;;0.857;1.552
1957;;;;0.858;1.553
1958;;;;0.858;1.554
1959;;;;0.858;1.555
1960;;;;0.859;1.556
1961;;;;0.859;1.556
1962;;;;0.86;1.557
1963;;;;0.86;1.558
1964;;;;0.861;1.559
1965;;;;0.861;1.56
1966;;;;0.862;1.561
1967;;;;0.862;1.562
1968;;;;0.863;1.562
1969;;;;0.863;1.563
1970;;;;0.864;1.564
1971;;;;0.858;1.553
1972;;;;0.852;1.542
1973;;;;0.846;1.532
1974;;;;0.84;1.521
1975;;;;0.834;1.51
1976;;;;0.828;1.499
1977;;;;0.822;1.488
1978;;;;0.816;1.477
1979;;;;0.81;1.467
1980;;;;0.804;1.456
1981;;;;0.798;1.445
1982;;;;0.792;1.434
1983;;;;0.786;1.423
1984;;;;0.78;1.413
1985;;;;0.774;1.402
1986;;;;0.768;1.391
1987;;;;0.762;1.38
1988;;;;0.756;1.369
1989;;;;0.75;1.358
1990;;;;0.744;1.348
1991;;;;0.738;1.337
1992;;;;0.732;1.326
1993;;;;0.726;1.315
1994;;;;0.72;1.304
1995;;;;0.714;1.294
1996;;;;0.708;1.283
1997;;;;0.702;1.272
1998;;;;0.696;1.261
1999;;;;0.69;1.25
2000;;;;0.684;1.239
2001;;;;0.687;1.245
2002;;;;0.69;1.25
2003;;;;0.693;1.256
2004;;;;0.696;1.261
2005;;;;0.699;1.266
2006;;;;0.702;1.272
2007;;;;0.705;1.277
2008;;;;0.708;1.283
2009;;;;0.711;1.288
2010;;;;0.714;1.293
2011;;;;0.717;1.299
2012;;;;0.72;1.304
2013;;;;0.723;1.31
2014;;;;0.726;1.315
2015;;;;0.73;1.322
2016;;;;0.734;1.33
2017;;;;0.738;1.337
2018;;;;0.721;1.306
2019;;;;0.704;1.275
