;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;13.804;230.985
1891;;;;13.79;230.749
1892;;;;13.776;230.513
1893;;;;13.762;230.277
1894;;;;13.748;230.041
1895;;;;13.734;229.805
1896;;;;13.719;229.569
1897;;;;13.705;229.334
1898;;;;13.691;229.098
1899;;;;13.677;228.862
1900;;;;13.663;228.626
1901;;;;13.649;228.39
1902;;;;13.635;228.154
1903;;;;13.621;227.918
1904;;;;13.607;227.682
1905;;;;13.593;227.446
1906;;;;13.578;227.21
1907;;;;13.564;226.974
1908;;;;13.55;226.738
1909;;;;13.536;226.502
1910;;;;13.522;226.266
1911;;;;13.508;226.031
1912;;;;13.494;225.795
1913;;;;13.48;225.559
1914;;;;13.466;225.323
1915;;;;13.452;225.087
1916;;;;13.437;224.851
1917;;;;13.423;224.615
1918;;;;13.409;224.379
1919;;;;13.395;224.143
1920;;;;13.381;223.907
1921;;;;13.367;223.671
1922;;;;13.353;223.435
1923;;;;13.339;223.199
1924;;;;13.325;222.963
1925;;;;13.311;222.727
1926;;;;13.296;222.492
1927;;;;13.282;222.256
1928;;;;13.268;222.02
1929;;;;13.254;221.784
1930;;;;13.24;221.548
1931;;;;13.226;221.312
1932;;;;13.212;221.076
1933;;;;13.198;220.84
1934;;;;13.184;220.604
1935;;;;13.17;220.368
1936;;;;13.155;220.132
1937;;;;13.141;219.896
1938;;;;13.127;219.66
1939;;;;13.113;219.424
1940;;;;13.099;219.188
1941;;;;13.085;218.953
1942;;;;13.071;218.717
1943;;;;13.057;218.481
1944;;;;13.043;218.245
1945;;;;13.029;218.009
1946;;;;13.004;217.596
1947;;;;12.979;217.184
1948;;;;12.955;216.772
1949;;;;12.93;216.359
1950;;;;12.905;215.947
1951;;;;12.881;215.535
1952;;;;12.856;215.122
1953;;;;12.831;214.71
1954;;;;12.807;214.297
1955;;;;12.782;213.885
1956;;;;12.757;213.473
1957;;;;12.733;213.06
1958;;;;12.708;212.648
1959;;;;12.684;212.235
1960;;;;12.659;211.823
1961;;;;12.634;211.411
1962;;;;12.61;210.998
1963;;;;12.585;210.586
1964;;;;12.56;210.174
1965;;;;12.536;209.761
1966;;;;12.511;209.349
1967;;;;12.486;208.936
1968;;;;12.462;208.524
1969;;;;12.437;208.112
1970;;;;12.412;207.699
1971;;;;12.395;207.407
1972;;;;12.378;207.115
1973;;;;12.36;206.823
1974;;;;12.343;206.531
1975;;;;12.325;206.239
1976;;;;12.308;205.947
1977;;;;12.29;205.655
1978;;;;12.273;205.363
1979;;;;12.255;205.071
1980;;;;12.238;204.779
1981;;;;12.22;204.487
1982;;;;12.203;204.195
1983;;;;12.186;203.903
1984;;;;12.168;203.611
1985;;;;12.151;203.319
1986;;;;12.133;203.027
1987;;;;12.116;202.735
1988;;;;12.098;202.443
1989;;;;12.081;202.151
1990;;;;12.063;201.859
1991;;;;12.046;201.567
1992;;;;12.029;201.275
1993;;;;12.011;200.983
1994;;;;11.994;200.691
1995;;;;11.976;200.399
1996;;;;11.959;200.107
1997;;;;11.941;199.815
1998;;;;11.924;199.523
1999;;;;11.906;199.231
2000;;;;11.889;198.939
2001;;;;11.805;197.532
2002;;;;11.721;196.124
2003;;;;11.637;194.717
2004;;;;11.553;193.31
2005;;;;11.468;191.902
2006;;;;11.384;190.495
2007;;;;11.3;189.088
2008;;;;11.216;187.681
2009;;;;11.132;186.273
2010;;;;11.048;184.866
2011;;;;10.964;183.459
2012;;;;10.88;182.051
2013;;;;10.796;180.644
2014;;;;10.711;179.237
2015;;;;10.633;177.931
2016;;;;10.555;176.626
2017;;;;10.477;175.321
2018;;;;10.456;174.965
2019;;;;10.435;174.61
