;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;2.605;6.936
1891;;;;2.604;6.934
1892;;;;2.604;6.933
1893;;;;2.603;6.931
1894;;;;2.602;6.93
1895;;;;2.602;6.928
1896;;;;2.601;6.926
1897;;;;2.601;6.925
1898;;;;2.6;6.923
1899;;;;2.6;6.922
1900;;;;2.599;6.92
1901;;;;2.598;6.919
1902;;;;2.598;6.917
1903;;;;2.597;6.916
1904;;;;2.597;6.914
1905;;;;2.596;6.913
1906;;;;2.596;6.911
1907;;;;2.595;6.91
1908;;;;2.594;6.908
1909;;;;2.594;6.907
1910;;;;2.593;6.905
1911;;;;2.593;6.903
1912;;;;2.592;6.902
1913;;;;2.592;6.9
1914;;;;2.591;6.899
1915;;;;2.59;6.897
1916;;;;2.59;6.896
1917;;;;2.589;6.894
1918;;;;2.589;6.893
1919;;;;2.588;6.891
1920;;;;2.587;6.89
1921;;;;2.587;6.888
1922;;;;2.586;6.887
1923;;;;2.586;6.885
1924;;;;2.585;6.883
1925;;;;2.585;6.882
1926;;;;2.584;6.88
1927;;;;2.583;6.879
1928;;;;2.583;6.877
1929;;;;2.582;6.876
1930;;;;2.582;6.874
1931;;;;2.581;6.873
1932;;;;2.581;6.871
1933;;;;2.58;6.87
1934;;;;2.579;6.868
1935;;;;2.579;6.867
1936;;;;2.578;6.865
1937;;;;2.578;6.864
1938;;;;2.577;6.862
1939;;;;2.577;6.86
1940;;;;2.576;6.859
1941;;;;2.575;6.857
1942;;;;2.575;6.856
1943;;;;2.574;6.854
1944;;;;2.574;6.853
1945;;;;2.573;6.851
1946;;;;2.576;6.858
1947;;;;2.578;6.866
1948;;;;2.581;6.873
1949;;;;2.584;6.88
1950;;;;2.587;6.887
1951;;;;2.589;6.894
1952;;;;2.592;6.902
1953;;;;2.595;6.909
1954;;;;2.597;6.916
1955;;;;2.6;6.923
1956;;;;2.603;6.93
1957;;;;2.605;6.938
1958;;;;2.608;6.945
1959;;;;2.611;6.952
1960;;;;2.614;6.959
1961;;;;2.616;6.966
1962;;;;2.619;6.974
1963;;;;2.622;6.981
1964;;;;2.624;6.988
1965;;;;2.627;6.995
1966;;;;2.63;7.002
1967;;;;2.633;7.01
1968;;;;2.635;7.017
1969;;;;2.638;7.024
1970;;;;2.641;7.031
1971;;;;2.635;7.017
1972;;;;2.63;7.003
1973;;;;2.625;6.989
1974;;;;2.62;6.975
1975;;;;2.614;6.961
1976;;;;2.609;6.947
1977;;;;2.604;6.933
1978;;;;2.598;6.919
1979;;;;2.593;6.905
1980;;;;2.588;6.891
1981;;;;2.583;6.876
1982;;;;2.577;6.862
1983;;;;2.572;6.848
1984;;;;2.567;6.834
1985;;;;2.561;6.82
1986;;;;2.556;6.806
1987;;;;2.551;6.792
1988;;;;2.546;6.778
1989;;;;2.54;6.764
1990;;;;2.535;6.75
1991;;;;2.53;6.736
1992;;;;2.524;6.722
1993;;;;2.519;6.708
1994;;;;2.514;6.694
1995;;;;2.509;6.68
1996;;;;2.503;6.666
1997;-2.4698453;-3.5841959;1.1143506;2.498;6.651
1998;-1.1122977;-2.5739007;1.461603;2.493;6.637
1999;-1.1423725;-2.3542588;1.2118863;2.487;6.623
2000;-1.6774743;-2.7760317;1.0985575;2.482;6.609
2001;0.5225918;-2.0027955;2.5253873;2.476;6.592
2002;-0.5270815;-1.9427117;1.4156302;2.469;6.575
2003;-1.5736614;-3.3603008;1.7866393;2.463;6.558
2004;-0.735898;-2.4709156;1.7350175;2.456;6.54
2005;-2.1646278;-2.8547235;0.69009566;2.45;6.523
2006;-1.7783558;-2.7960842;1.0177283;2.443;6.506
2007;-0.9679589;-2.5946226;1.6266637;2.437;6.489
2008;-1.1180137;-2.617244;1.4992303;2.43;6.472
2009;-1.5349232;-3.0846543;1.5497311;2.424;6.454
2010;-1.3135352;-3.46436;2.1508248;2.418;6.437
2011;-0.086970925;-2.03568;1.9487091;2.411;6.42
2012;-1.2595847;-2.947798;1.6882133;2.405;6.403
2013;-0.831022;-2.9207458;2.0897238;2.398;6.386
2014;-0.7391367;-2.950668;2.2115314;2.392;6.368
2015;0.63304305;-1.60166;2.234703;2.388;6.358
2016;-0.70930994;-2.416942;1.707632;2.384;6.348
2017;-0.37221694;-2.0938728;1.7216558;2.38;6.338
2018;0.29741812;-1.7181215;2.0155396;2.379;6.335
2019;-0.68045056;-2.6288617;1.9484111;2.378;6.333
2020;-0.9962667;-2.8423219;1.8460552;2.378;6.333
2021;-2.165597;-4.0059752;1.8403783;2.378;6.333
2022;-0.62782407;-2.841306;2.213482;2.378;6.333
