;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;44.895;376.643
1891;;;;44.81;375.927
1892;;;;44.724;375.21
1893;;;;44.639;374.493
1894;;;;44.553;373.777
1895;;;;44.468;373.06
1896;;;;44.383;372.344
1897;;;;44.297;371.627
1898;;;;44.212;370.91
1899;;;;44.126;370.194
1900;;;;44.041;369.477
1901;;;;43.955;368.76
1902;;;;43.87;368.044
1903;;;;43.785;367.327
1904;;;;43.699;366.611
1905;;;;43.614;365.894
1906;;;;43.528;365.177
1907;;;;43.443;364.461
1908;;;;43.358;363.744
1909;;;;43.272;363.028
1910;;;;43.187;362.311
1911;;;;43.101;361.594
1912;;;;43.016;360.878
1913;;;;42.93;360.161
1914;;;;42.845;359.444
1915;;;;42.76;358.728
1916;;;;42.674;358.011
1917;;;;42.589;357.295
1918;;;;42.503;356.578
1919;;;;42.418;355.861
1920;;;;42.332;355.145
1921;;;;42.247;354.428
1922;;;;42.162;353.712
1923;;;;42.076;352.995
1924;;;;41.991;352.278
1925;;;;41.905;351.562
1926;;;;41.82;350.845
1927;;;;41.735;350.128
1928;;;;41.649;349.412
1929;;;;41.564;348.695
1930;;;;41.478;347.979
1931;;;;41.393;347.262
1932;;;;41.307;346.545
1933;;;;41.222;345.829
1934;;;;41.137;345.112
1935;;;;41.051;344.396
1936;;;;40.966;343.679
1937;;;;40.88;342.962
1938;;;;40.795;342.246
1939;;;;40.71;341.529
1940;;;;40.624;340.812
1941;;;;40.539;340.096
1942;;;;40.453;339.379
1943;;;;40.368;338.663
1944;;;;40.282;337.946
1945;;;;40.197;337.229
1946;;;;40.15;336.839
1947;;;;40.104;336.448
1948;;;;40.057;336.057
1949;;;;40.011;335.666
1950;;;;39.964;335.275
1951;;;;39.918;334.885
1952;;;;39.871;334.494
1953;;;;39.824;334.103
1954;;;;39.778;333.712
1955;;;;39.731;333.321
1956;;;;39.685;332.93
1957;;;;39.638;332.54
1958;;;;39.591;332.149
1959;;;;39.545;331.758
1960;;;;39.498;331.367
1961;;;;39.452;330.976
1962;;;;39.405;330.586
1963;;;;39.359;330.195
1964;;;;39.312;329.804
1965;;;;39.265;329.413
1966;;;;39.219;329.022
1967;;;;39.172;328.632
1968;;;;39.126;328.241
1969;;;;39.079;327.85
1970;;;;39.032;327.459
1971;;;;39.005;327.226
1972;;;;38.977;326.992
1973;;;;38.949;326.759
1974;;;;38.921;326.526
1975;;;;38.893;326.292
1976;;;;38.866;326.059
1977;;;;38.838;325.826
1978;;;;38.81;325.592
1979;;;;38.782;325.359
1980;;;;38.754;325.126
1981;;;;38.726;324.892
1982;;;;38.699;324.659
1983;;;;38.671;324.426
1984;;;;38.643;324.192
1985;;;;38.615;323.959
1986;;;;38.587;323.726
1987;;;;38.56;323.492
1988;;;;38.532;323.259
1989;;;;38.504;323.026
1990;;;;38.476;322.792
1991;;;;38.448;322.559
1992;;;;38.421;322.326
1993;;;;38.393;322.092
1994;;;;38.365;321.859
1995;;;;38.337;321.626
1996;;;;38.309;321.393
1997;;;;38.281;321.159
1998;;;;38.254;320.926
1999;;;;38.226;320.693
2000;;;;38.198;320.459
2001;;;;38.004;318.831
2002;;;;37.81;317.203
2003;;;;37.616;315.575
2004;;;;37.422;313.947
2005;;;;37.228;312.318
2006;;;;37.034;310.69
2007;;;;36.84;309.062
2008;;;;36.645;307.434
2009;;;;36.451;305.806
2010;;;;36.257;304.178
2011;;;;36.063;302.55
2012;;;;35.869;300.921
2013;;;;35.675;299.293
2014;;;;35.481;297.665
2015;;;;35.34;296.478
2016;;;;35.198;295.291
2017;;;;35.057;294.104
2018;;;;34.921;292.964
2019;;;;34.785;291.824
