;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;2.304;9.245
1891;;;;2.294;9.206
1892;;;;2.284;9.167
1893;;;;2.274;9.128
1894;;;;2.265;9.089
1895;;;;2.255;9.05
1896;;;;2.245;9.011
1897;;;;2.236;8.972
1898;;;;2.226;8.933
1899;;;;2.216;8.894
1900;;;;2.206;8.855
1901;;;;2.197;8.816
1902;;;;2.187;8.777
1903;;;;2.177;8.738
1904;;;;2.167;8.698
1905;;;;2.158;8.659
1906;;;;2.148;8.62
1907;;;;2.138;8.581
1908;;;;2.128;8.542
1909;;;;2.119;8.503
1910;;;;2.109;8.464
1911;;;;2.099;8.425
1912;;;;2.09;8.386
1913;;;;2.08;8.347
1914;;;;2.07;8.308
1915;;;;2.06;8.269
1916;;;;2.051;8.23
1917;;;;2.041;8.191
1918;;;;2.031;8.152
1919;;;;2.021;8.113
1920;;;;2.012;8.074
1921;;;;2.002;8.035
1922;;;;1.992;7.996
1923;;;;1.983;7.956
1924;;;;1.973;7.917
1925;;;;1.963;7.878
1926;;;;1.953;7.839
1927;;;;1.944;7.8
1928;;;;1.934;7.761
1929;;;;1.924;7.722
1930;;;;1.914;7.683
1931;;;;1.905;7.644
1932;;;;1.895;7.605
1933;;;;1.885;7.566
1934;;;;1.875;7.527
1935;;;;1.866;7.488
1936;;;;1.856;7.449
1937;;;;1.846;7.41
1938;;;;1.837;7.371
1939;;;;1.827;7.332
1940;;;;1.817;7.293
1941;;;;1.807;7.253
1942;;;;1.798;7.214
1943;;;;1.788;7.175
1944;;;;1.778;7.136
1945;;;;1.768;7.097
1946;;;;1.762;7.072
1947;;;;1.756;7.046
1948;;;;1.749;7.02
1949;;;;1.743;6.995
1950;;;;1.736;6.969
1951;;;;1.73;6.943
1952;;;;1.724;6.918
1953;;;;1.717;6.892
1954;;;;1.711;6.866
1955;;;;1.705;6.841
1956;;;;1.698;6.815
1957;;;;1.692;6.789
1958;;;;1.685;6.764
1959;;;;1.679;6.738
1960;;;;1.673;6.712
1961;;;;1.666;6.687
1962;;;;1.66;6.661
1963;;;;1.653;6.635
1964;;;;1.647;6.61
1965;;;;1.641;6.584
1966;;;;1.634;6.558
1967;;;;1.628;6.533
1968;;;;1.621;6.507
1969;;;;1.615;6.482
1970;;;;1.609;6.456
1971;;;;1.604;6.438
1972;;;;1.6;6.421
1973;;;;1.595;6.403
1974;;;;1.591;6.385
1975;;;;1.587;6.368
1976;;;;1.582;6.35
1977;;;;1.578;6.333
1978;;;;1.574;6.315
1979;;;;1.569;6.298
1980;;;;1.565;6.28
1981;;;;1.56;6.262
1982;;;;1.556;6.245
1983;;;;1.552;6.227
1984;;;;1.547;6.21
1985;;;;1.543;6.192
1986;;;;1.538;6.174
1987;;;;1.534;6.157
1988;;;;1.53;6.139
1989;;;;1.525;6.122
1990;;;;1.521;6.104
1991;;;;1.517;6.086
1992;;;;1.512;6.069
1993;;;;1.508;6.051
1994;;;;1.503;6.034
1995;;;;1.499;6.016
1996;;;;1.495;5.998
1997;;;;1.49;5.981
1998;;;;1.486;5.963
1999;;;;1.481;5.946
2000;;;;1.477;5.928
2001;;;;1.46;5.859
2002;;;;1.443;5.789
2003;;;;1.425;5.72
2004;;;;1.408;5.65
2005;;;;1.391;5.581
2006;;;;1.373;5.511
2007;;;;1.356;5.442
2008;;;;1.339;5.373
2009;;;;1.321;5.303
2010;;;;1.304;5.234
2011;;;;1.287;5.164
2012;;;;1.269;5.095
2013;;;;1.252;5.025
2014;;;;1.235;4.956
2015;;;;1.226;4.922
2016;;;;1.218;4.888
2017;;;;1.209;4.854
2018;;;;1.203;4.828
2019;;;;1.197;4.802
