;annual_net_MB;summer_MB;winter_MB;g_frac_dyn;g_area_dyn
1890;;;;9.837;22.398
1891;;;;9.798;22.311
1892;;;;9.76;22.224
1893;;;;9.722;22.137
1894;;;;9.684;22.05
1895;;;;9.645;21.963
1896;;;;9.607;21.876
1897;;;;9.569;21.789
1898;;;;9.531;21.701
1899;;;;9.492;21.614
1900;;;;9.454;21.527
1901;;;;9.416;21.44
1902;;;;9.378;21.353
1903;;;;9.339;21.266
1904;;;;9.301;21.179
1905;;;;9.263;21.092
1906;;;;9.225;21.005
1907;;;;9.186;20.918
1908;;;;9.148;20.831
1909;;;;9.11;20.743
1910;;;;9.072;20.656
1911;;;;9.033;20.569
1912;;;;8.995;20.482
1913;;;;8.957;20.395
1914;;;;8.919;20.308
1915;;;;8.88;20.221
1916;;;;8.842;20.134
1917;;;;8.804;20.047
1918;;;;8.766;19.96
1919;;;;8.728;19.873
1920;;;;8.689;19.785
1921;;;;8.651;19.698
1922;;;;8.613;19.611
1923;;;;8.575;19.524
1924;;;;8.536;19.437
1925;;;;8.498;19.35
1926;;;;8.46;19.263
1927;;;;8.422;19.176
1928;;;;8.383;19.089
1929;;;;8.345;19.002
1930;;;;8.307;18.915
1931;;;;8.269;18.828
1932;;;;8.23;18.74
1933;;;;8.192;18.653
1934;;;;8.154;18.566
1935;;;;8.116;18.479
1936;;;;8.077;18.392
1937;;;;8.039;18.305
1938;;;;8.001;18.218
1939;;;;7.963;18.131
1940;;;;7.924;18.044
1941;;;;7.886;17.957
1942;;;;7.848;17.87
1943;;;;7.81;17.782
1944;;;;7.771;17.695
1945;;;;7.733;17.608
1946;;;;7.66;17.442
1947;;;;7.587;17.277
1948;;;;7.515;17.111
1949;;;;7.442;16.945
1950;;;;7.369;16.779
1951;;;;7.296;16.614
1952;;;;7.223;16.448
1953;;;;7.151;16.282
1954;;;;7.078;16.116
1955;;;;7.005;15.95
1956;;;;6.932;15.785
1957;;;;6.859;15.619
1958;;;;6.787;15.453
1959;;;;6.714;15.287
1960;;;;6.641;15.122
1961;;;;6.568;14.956
1962;;;;6.495;14.79
1963;;;;6.423;14.624
1964;;;;6.35;14.458
1965;;;;6.277;14.293
1966;;;;6.204;14.127
1967;;;;6.131;13.961
1968;;;;6.058;13.795
1969;;;;5.986;13.629
1970;;;;5.913;13.464
1971;;;;5.876;13.38
1972;;;;5.839;13.296
1973;;;;5.802;13.211
1974;;;;5.765;13.127
1975;;;;5.728;13.043
1976;;;;5.691;12.959
1977;;;;5.654;12.875
1978;;;;5.618;12.791
1979;;;;5.581;12.707
1980;;;;5.544;12.623
1981;;;;5.507;12.539
1982;;;;5.47;12.455
1983;;;;5.433;12.371
1984;;;;5.396;12.287
1985;;;;5.359;12.203
1986;;;;5.322;12.119
1987;;;;5.285;12.035
1988;;;;5.248;11.951
1989;;;;5.212;11.867
1990;;;;5.175;11.783
1991;;;;5.138;11.699
1992;;;;5.101;11.615
1993;;;;5.064;11.531
1994;;;;5.027;11.446
1995;;;;4.99;11.362
1996;;;;4.953;11.278
1997;;;;4.916;11.194
1998;;;;4.879;11.11
1999;;;;4.842;11.026
2000;;;;4.806;10.942
2001;;;;4.769;10.859
2002;;;;4.732;10.775
2003;;;;4.695;10.692
2004;;;;4.659;10.608
2005;;;;4.622;10.524
2006;;;;4.585;10.441
2007;;;;4.549;10.357
2008;;;;4.512;10.274
2009;;;;4.475;10.19
2010;;;;4.439;10.107
2011;;;;4.402;10.023
2012;;;;4.365;9.94
2013;;;;4.328;9.856
2014;;;;4.292;9.772
2015;;;;4.255;9.689
2016;;;;4.218;9.605
2017;;;;4.182;9.522
2018;;;;4.135;9.414
2019;;;;4.087;9.307
