id,area_calc,elev_mean,elev_med,elev_ran,elev_std,slope_mean,mvert_dist,mvert_ang,asp_mean,elon_ratio,strm_dens,p_mean,ref_et_mean,aridity,p_season,frac_snow,high_prec_fr,high_prec_du,high_prec_timing,lo_prec_fr,low_prec_du,low_prec_timing,p_mean_ERA5L,pet_mean_ERA5L,aridity_ERA5L,p_season_ERA5L,frac_snow_ERA5L,high_prec_fr_ERA5L,high_prec_du_ERA5L,high_prec_timing_ERA5L,lo_prec_fr_ERA5L,low_prec_du_ERA5L,low_prec_timing_ERA5L,lc_dom,agr_fra,bare_fra,forest_fra,glac_fra,lake_fra,urban_fra,scrub_fra,wetl_fra,lai_max,lai_diff,ndvi_max,ndvi_min,gvf_max,gvf_diff,bedrk_dep,root_dep,soil_poros,soil_tawc,sand_fra,silt_fra,clay_fra,grav_fra,oc_fra,gc_dom,gc_pa_fra,gc_pb_fra,gc_va_fra,gc_vb_fra,gc_23_dom,gc_23_pavr,gc_23_pb,gc_23_vapy,gc_23_vbsr,gc_23_vbpy,gc_23_vb,g_dom_NI,g621_fra,g701_fra,g743_fra,g746_fra,gbinn_fra,ggnew_fra,ggold_fra,ghraun_fra,gbnew_fra,gbold_fra,gmob_fra,gsgos_fra,gsinn_fra,gsn_fra,gsnew_fra,gsold_fra
2,299.347,797.152,771.37,782.246,117.194,71.718,25.4,10.0,176.021,0.769,0.48,3.09,0.54,0.18,-0.41,0.62,12.75,1.2,djf,183.6,3.0,jja,2.9,0.59,0.2,-0.26,0.61,7.2,1.12,djf,143.75,2.38,jja,332.0,0.0,0.848,0.0,0.033,0.004,0.0,0.002,0.044,0.13,0.13,0.08,-0.07,0.03,0.03,20.511,0.958,0.355,0.137,0.777,0.183,0.04,0.082,0.015,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,hraun,0.044,0.0,0.0,0.0,0.0,0.344,0.0,0.529,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0
3,609.559,852.426,885.723,957.956,176.644,132.752,45.6,310.0,187.502,0.611,0.39,2.62,0.51,0.19,-0.34,0.7,11.2,1.19,djf,184.85,2.89,jja,2.82,0.58,0.21,-0.19,0.62,6.5,1.1,djf,141.55,2.29,jja,332.0,0.0,0.925,0.0,0.0,0.007,0.0,0.062,0.004,0.19,0.19,0.13,-0.06,0.1,0.1,3.042,0.301,0.448,0.043,0.507,0.305,0.187,0.22,0.014,vb,0.0,0.0,0.068,0.932,vbpy__,0.0,0.0,0.068,0.458,0.474,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.496,0.453,0.005,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0
4,225.994,999.572,882.287,828.938,248.928,85.301,26.6,31.0,133.192,0.637,0.49,4.71,0.54,0.12,-0.45,0.72,13.0,1.25,djf,158.8,2.79,jja,3.07,0.37,0.12,-0.28,0.66,7.7,1.15,djf,145.15,2.49,jja,332.0,0.0,0.481,0.0,0.411,0.0,0.0,0.0,0.021,0.06,0.06,0.05,-0.08,0.01,0.01,8.0,0.614,0.355,0.081,0.777,0.183,0.04,0.082,0.015,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.91,0.09,621,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.026,0.306,0.0,0.0,0.0,0.0,0.0
5,130.323,623.64,632.957,652.128,55.218,35.077,19.9,58.0,176.643,0.648,0.16,2.6,0.56,0.22,-0.21,0.57,15.25,1.19,son,212.85,3.31,jja,3.05,0.65,0.21,-0.28,0.57,12.8,1.17,djf,173.6,2.66,jja,322.0,0.0,0.043,0.0,0.0,0.086,0.0,0.654,0.218,0.71,0.71,0.44,-0.07,0.63,0.63,1.049,1.0,0.347,0.128,0.839,0.112,0.047,0.048,0.011,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,0.658,0.342,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.529,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1191.324,723.204,628.057,1384.034,294.448,52.221,80.8,328.0,209.655,0.482,0.51,3.31,0.61,0.18,-0.42,0.59,11.3,1.23,djf,171.7,2.94,jja,3.01,0.64,0.21,-0.24,0.55,8.55,1.14,djf,152.55,2.62,jja,332.0,0.0,0.443,0.0,0.143,0.06,0.0,0.209,0.108,0.35,0.35,0.22,-0.07,0.25,0.25,21.21,0.708,0.381,0.101,0.702,0.218,0.081,0.121,0.014,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.997,0.003,hraun,0.165,0.0,0.0,0.0,0.0,0.191,0.0,0.519,0.0,0.004,0.12,0.0,0.0,0.0,0.0,0.0
8,642.085,311.843,261.237,1130.76,219.81,115.877,31.8,180.0,176.428,0.9,0.39,5.07,0.55,0.11,-0.19,0.28,10.75,1.11,,167.55,3.03,jja,5.21,3.33,0.64,-0.23,0.26,10.0,1.11,djf,148.3,2.78,mam,322.0,0.044,0.229,0.049,0.0,0.028,0.001,0.526,0.099,1.41,1.41,0.48,0.0,0.68,0.68,6.598,0.965,0.357,0.129,0.799,0.146,0.054,0.07,0.012,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.803,0.197,hraun,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.532,0.0,0.182,0.258,0.001,0.0,0.0,0.0,0.0
9,37.148,906.429,946.693,1362.123,279.619,423.293,10.3,347.0,195.485,0.667,0.35,3.55,0.64,0.18,-0.36,0.78,14.4,1.27,son,180.9,2.92,jja,3.28,0.48,0.15,-0.18,0.64,7.9,1.22,son,143.9,2.37,jja,332.0,0.002,0.702,0.0,0.07,0.0,0.0,0.226,0.0,0.46,0.46,0.23,-0.07,0.27,0.27,0.5,0.1,0.47,0.019,0.45,0.33,0.222,0.25,0.014,vb,0.0,0.0,0.108,0.892,vb__sr,0.0,0.0,0.108,0.892,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,0.777,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.0
10,67.377,676.962,667.014,252.022,38.88,66.172,11.1,63.0,176.23,0.833,0.42,4.64,0.37,0.08,-0.34,0.55,12.7,1.16,djf,174.3,3.11,jja,4.0,0.91,0.23,-0.22,0.47,8.85,1.13,djf,154.85,2.79,mam,332.0,0.0,0.919,0.0,0.0,0.033,0.0,0.033,0.0,0.18,0.18,0.09,-0.07,0.03,0.03,1.0,1.0,0.348,0.13,0.836,0.122,0.046,0.051,0.011,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.497,0.0,0.315,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0
11,226.835,752.434,769.226,1411.005,260.905,138.211,34.2,182.0,183.059,0.497,0.48,7.1,0.53,0.07,-0.29,0.41,16.1,1.2,djf,168.4,3.01,jja,6.06,0.8,0.13,-0.29,0.47,11.6,1.2,djf,124.1,2.29,mam,335.0,0.0,0.363,0.0,0.329,0.0,0.0,0.292,0.003,0.27,0.27,0.2,-0.06,0.2,0.2,0.965,0.047,0.475,0.006,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.003,0.997,vbpy__,0.0,0.0,0.003,0.0,0.705,0.291,gnew,0.4,0.0,0.0,0.0,0.0,0.468,0.0,0.0,0.0,0.1,0.033,0.0,0.0,0.0,0.0,0.0
12,42.634,534.741,562.022,812.671,123.421,112.934,11.4,254.0,206.769,0.647,0.23,5.9,0.41,0.07,-0.43,0.57,12.75,1.11,son,159.1,2.83,jja,4.07,0.72,0.18,-0.35,0.48,9.9,1.14,djf,158.0,2.95,jja,332.0,0.0,0.744,0.0,0.0,0.05,0.0,0.206,0.0,0.28,0.28,0.17,-0.07,0.17,0.17,0.923,0.1,0.475,0.014,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,401.329,579.522,633.651,1414.296,251.754,134.272,39.5,251.0,210.73,0.572,0.46,5.71,0.48,0.08,-0.46,0.42,11.35,1.11,djf,154.2,2.75,jja,5.21,1.12,0.22,-0.31,0.37,8.15,1.12,djf,132.65,2.49,mam,332.0,0.002,0.789,0.0,0.014,0.0,0.0,0.165,0.0,0.35,0.34,0.2,-0.06,0.18,0.18,2.469,0.18,0.462,0.026,0.466,0.318,0.211,0.239,0.014,vb,0.0,0.0,0.005,0.995,vb____,0.0,0.0,0.005,0.0,0.37,0.625,bold,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.165,0.463,0.287,0.008,0.0,0.0,0.01,0.002
15,125.52,700.617,711.047,853.827,132.758,115.391,22.8,359.0,201.917,0.555,0.43,5.37,0.46,0.09,-0.43,0.55,17.8,1.23,djf,183.8,2.89,jja,4.01,0.48,0.12,-0.32,0.59,13.55,1.18,djf,159.55,2.51,jja,322.0,0.0,0.407,0.0,0.0,0.0,0.0,0.592,0.0,0.62,0.62,0.34,-0.07,0.46,0.46,0.925,0.365,0.434,0.058,0.541,0.286,0.165,0.196,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.009,0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,46.81,684.07,662.664,646.159,129.483,156.422,8.2,122.0,167.733,0.938,0.44,5.5,0.49,0.09,-0.33,0.65,17.1,1.24,son,179.15,2.87,jja,3.69,0.7,0.19,-0.28,0.58,13.5,1.2,son,168.25,2.68,jja,322.0,0.0,0.502,0.0,0.0,0.037,0.0,0.443,0.019,0.56,0.56,0.28,-0.08,0.36,0.36,0.812,0.1,0.475,0.014,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,60.102,568.823,581.621,900.259,149.255,124.821,12.3,23.0,155.198,0.713,0.46,6.53,0.29,0.04,-0.52,0.66,11.9,1.12,djf,145.5,2.82,jja,3.69,0.73,0.2,-0.36,0.57,8.9,1.13,djf,156.3,2.88,jja,332.0,0.0,0.79,0.0,0.0,0.018,0.0,0.192,0.0,0.23,0.23,0.16,-0.08,0.16,0.16,1.067,0.1,0.475,0.014,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1129.597,727.383,833.478,1060.111,262.074,179.984,93.6,2.0,166.17,0.405,0.35,2.89,0.62,0.22,-0.3,0.7,12.95,1.23,son,185.65,2.94,jja,2.98,0.6,0.2,-0.16,0.65,8.6,1.15,son,152.45,2.44,jja,332.0,0.016,0.786,0.024,0.0,0.0,0.0,0.172,0.001,0.57,0.57,0.24,-0.06,0.28,0.28,1.143,0.277,0.453,0.036,0.502,0.305,0.196,0.225,0.014,vb,0.0,0.0,0.018,0.982,vbpy__,0.0,0.0,0.018,0.399,0.583,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.616,0.356,0.004,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0
19,158.066,568.363,586.28,650.737,135.501,100.753,31.5,212.0,188.759,0.451,0.51,4.57,0.41,0.09,-0.26,0.45,12.55,1.18,djf,171.35,2.99,jja,4.0,0.98,0.24,-0.24,0.39,9.0,1.13,djf,154.2,2.76,mam,322.0,0.0,0.484,0.0,0.0,0.007,0.0,0.47,0.031,0.42,0.42,0.27,-0.05,0.31,0.31,5.234,1.0,0.349,0.131,0.829,0.128,0.045,0.054,0.011,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.986,0.014,gnew,0.0,0.0,0.0,0.0,0.0,0.772,0.0,0.0,0.0,0.013,0.202,0.013,0.0,0.0,0.0,0.0
20,18.63,208.092,168.258,315.285,65.497,106.877,8.6,222.0,210.93,0.564,0.47,3.53,0.71,0.2,-0.28,0.24,14.35,1.17,djf,192.0,3.24,jja,4.28,0.99,0.23,-0.24,0.31,8.6,1.12,djf,150.35,2.71,mam,322.0,0.011,0.337,0.0,0.0,0.0,0.0,0.652,0.0,0.68,0.68,0.37,-0.01,0.48,0.48,1.0,1.0,0.355,0.142,0.777,0.183,0.04,0.082,0.015,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.522,0.478,bold,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.0,0.663,0.0,0.021,0.0,0.0,0.0,0.0
21,113.506,572.521,600.254,1113.466,196.237,172.115,19.3,103.0,165.835,0.623,0.28,5.67,0.49,0.09,-0.34,0.48,18.25,1.22,son,185.75,2.92,jja,4.42,0.67,0.15,-0.3,0.49,15.2,1.23,son,167.3,2.63,,322.0,0.006,0.213,0.0,0.0,0.009,0.0,0.773,0.0,0.87,0.87,0.36,-0.07,0.5,0.5,0.949,0.1,0.475,0.014,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,0.997,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0
23,111.706,438.383,453.991,681.404,124.033,142.768,13.2,161.0,188.09,0.903,0.39,6.63,0.37,0.06,-0.14,0.28,14.1,1.12,son,163.5,2.81,jja,6.16,4.36,0.71,-0.13,0.25,10.7,1.16,djf,132.6,2.37,mam,322.0,0.0,0.153,0.0,0.0,0.0,0.0,0.76,0.086,0.97,0.97,0.47,-0.02,0.67,0.67,1.029,0.455,0.445,0.065,0.55,0.248,0.183,0.199,0.013,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.762,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,190.116,600.781,665.008,1213.253,313.248,263.281,28.1,115.0,172.386,0.555,0.32,6.33,0.53,0.08,-0.36,0.4,16.7,1.19,son,177.95,2.8,jja,4.78,0.69,0.15,-0.29,0.44,14.95,1.23,son,163.45,2.56,mam,322.0,0.003,0.415,0.0,0.026,0.001,0.0,0.544,0.003,0.71,0.71,0.3,-0.05,0.39,0.39,0.912,0.292,0.454,0.037,0.503,0.309,0.196,0.228,0.014,vb,0.0,0.0,0.109,0.891,vb__sr,0.0,0.0,0.109,0.891,0.0,0.0,gold,0.045,0.0,0.0,0.0,0.0,0.0,0.913,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0
26,108.251,497.444,444.23,806.361,162.124,96.902,18.1,242.0,190.963,0.649,0.46,4.97,0.6,0.12,-0.43,0.42,12.05,1.12,djf,168.5,2.98,jja,4.57,0.74,0.16,-0.28,0.42,9.45,1.14,djf,152.95,2.81,mam,333.0,0.0,0.582,0.0,0.0,0.07,0.0,0.309,0.035,0.45,0.45,0.25,-0.04,0.28,0.28,1.029,0.786,0.385,0.11,0.686,0.216,0.088,0.129,0.014,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,hraun,0.002,0.0,0.069,0.0,0.0,0.194,0.0,0.58,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0
27,222.586,237.542,199.839,877.944,179.191,151.243,19.0,244.0,202.906,0.887,0.4,4.18,0.55,0.13,-0.26,0.27,11.9,1.12,son,169.7,2.99,jja,3.39,2.37,0.7,-0.21,0.28,10.4,1.12,djf,169.15,3.05,jja,322.0,0.031,0.124,0.0,0.0,0.029,0.0,0.779,0.035,1.16,1.16,0.48,-0.01,0.69,0.69,0.955,0.287,0.473,0.049,0.486,0.295,0.206,0.219,0.024,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,0.779,0.042,0.179,gold,0.0,0.0,0.027,0.0,0.0,0.0,0.705,0.06,0.06,0.111,0.037,0.0,0.0,0.0,0.0,0.0
28,374.856,435.187,475.923,934.116,163.902,82.706,42.7,6.0,172.027,0.511,0.53,3.32,0.53,0.16,-0.31,0.66,15.45,1.35,son,194.6,3.08,jja,3.07,0.82,0.27,-0.15,0.59,12.25,1.3,son,170.2,2.56,jja,412.0,0.001,0.461,0.0,0.0,0.015,0.0,0.249,0.274,0.76,0.76,0.36,-0.07,0.49,0.49,1.574,0.924,0.362,0.128,0.768,0.174,0.057,0.087,0.013,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.298,0.702,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.49,0.312,0.006,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0
29,227.7,673.66,725.845,1196.613,239.758,183.244,25.0,117.0,165.086,0.68,0.32,6.54,0.49,0.07,-0.36,0.51,17.6,1.22,son,174.8,2.78,jja,4.52,0.57,0.13,-0.31,0.5,14.95,1.23,son,163.7,2.56,mam,322.0,0.0,0.459,0.0,0.04,0.009,0.0,0.486,0.0,0.62,0.62,0.28,-0.07,0.35,0.35,0.943,0.229,0.461,0.029,0.472,0.319,0.208,0.24,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.082,0.0,0.0,0.0,0.0,0.0,0.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,165.115,408.92,427.118,922.166,198.303,218.129,23.1,284.0,186.852,0.627,0.43,4.22,0.51,0.12,-0.43,0.45,12.65,1.2,djf,171.6,2.97,jja,3.16,1.36,0.43,-0.23,0.39,9.6,1.14,djf,163.85,2.92,jja,322.0,0.027,0.208,0.0,0.0,0.018,0.0,0.739,0.008,1.39,1.39,0.52,-0.04,0.77,0.77,1.059,0.559,0.411,0.071,0.646,0.219,0.138,0.155,0.012,vb,0.005,0.0,0.0,0.995,vb__sr,0.005,0.0,0.0,0.995,0.0,0.0,gold,0.0,0.0,0.017,0.0,0.002,0.014,0.954,0.0,0.0,0.0,0.0,0.011,0.001,0.0,0.0,0.0
31,299.398,729.225,797.56,1340.568,343.147,330.43,30.2,323.0,178.754,0.647,0.35,3.39,0.7,0.21,-0.37,0.68,13.0,1.24,son,180.6,2.91,jja,3.25,0.67,0.21,-0.16,0.64,7.95,1.21,son,147.05,2.48,jja,332.0,0.037,0.608,0.002,0.073,0.0,0.001,0.272,0.005,0.77,0.77,0.31,-0.06,0.4,0.4,0.505,0.175,0.467,0.021,0.463,0.326,0.218,0.245,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.03,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,473.451,722.236,721.906,1307.626,173.573,96.389,50.6,344.0,179.013,0.485,0.45,2.4,0.62,0.26,-0.38,0.61,11.85,1.22,djf,192.5,3.02,jja,2.83,0.6,0.21,-0.2,0.58,7.0,1.09,djf,147.8,2.45,jja,332.0,0.003,0.595,0.0,0.055,0.006,0.0,0.27,0.029,0.31,0.31,0.2,-0.05,0.22,0.22,7.241,0.518,0.416,0.073,0.601,0.262,0.137,0.171,0.014,vb,0.0,0.0,0.113,0.887,vbpy__,0.0,0.0,0.113,0.147,0.709,0.032,gnew,0.059,0.0,0.0,0.0,0.0,0.315,0.17,0.299,0.0,0.022,0.057,0.079,0.0,0.0,0.0,0.0
33,181.094,676.134,664.554,1457.593,147.413,119.939,33.1,360.0,207.743,0.459,0.35,3.0,0.63,0.21,-0.28,0.58,15.4,1.23,son,205.15,3.24,jja,3.26,0.6,0.18,-0.27,0.6,11.7,1.14,djf,163.45,2.52,jja,322.0,0.006,0.33,0.0,0.01,0.0,0.0,0.542,0.112,0.7,0.7,0.41,-0.06,0.57,0.57,0.933,0.747,0.389,0.106,0.661,0.227,0.093,0.134,0.014,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,gnew,0.004,0.0,0.0,0.0,0.0,0.853,0.0,0.0,0.0,0.0,0.124,0.019,0.0,0.0,0.0,0.0
34,192.829,398.0,404.378,594.623,97.038,67.237,24.2,30.0,161.31,0.647,0.4,5.51,0.26,0.05,-0.52,0.7,13.25,1.27,son,155.3,2.86,jja,3.62,0.68,0.19,-0.32,0.58,9.2,1.26,son,145.8,2.56,jja,333.0,0.0,0.923,0.0,0.0,0.037,0.0,0.04,0.0,0.14,0.14,0.13,-0.08,0.09,0.09,0.963,0.1,0.475,0.014,0.43,0.34,0.23,0.26,0.014,vb,0.0,0.0,0.0,1.0,vb__sr,0.0,0.0,0.0,1.0,0.0,0.0,gold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1665.115,727.758,669.705,1483.812,261.742,102.014,61.2,231.0,186.583,0.753,0.46,5.11,0.49,0.1,-0.37,0.55,11.8,1.11,djf,161.4,2.94,jja,4.1,0.51,0.12,-0.29,0.54,8.85,1.13,djf,148.7,2.75,jja,332.0,0.0,0.472,0.0,0.196,0.018,0.0,0.242,0.055,0.28,0.28,0.21,-0.07,0.22,0.22,7.243,0.553,0.387,0.079,0.681,0.227,0.091,0.132,0.014,vb,0.0,0.0,0.021,0.979,vbpy__,0.0,0.0,0.021,0.0,0.872,0.107,hraun,0.207,0.0,0.017,0.0,0.0,0.009,0.0,0.358,0.0,0.111,0.275,0.023,0.0,0.0,0.0,0.0
37,1719.981,666.337,613.768,1651.45,326.374,100.468,81.5,252.0,213.008,0.574,0.45,5.07,0.66,0.13,-0.5,0.51,12.7,1.17,djf,161.3,2.82,jja,3.72,0.78,0.21,-0.32,0.52,9.5,1.17,djf,152.05,2.73,jja,322.0,0.009,0.454,0.01,0.189,0.007,0.0,0.263,0.046,0.44,0.44,0.22,-0.05,0.26,0.26,4.667,0.408,0.426,0.054,0.588,0.259,0.156,0.18,0.013,vb,0.0,0.0,0.018,0.982,vbpy__,0.0,0.0,0.018,0.062,0.651,0.269,621,0.211,0.0,0.0,0.0,0.0,0.165,0.057,0.168,0.15,0.075,0.142,0.031,0.0,0.0,0.0,0.0
38,237.015,641.445,597.628,1136.234,198.068,137.25,25.0,148.0,135.382,0.696,0.48,10.41,0.32,0.03,-0.32,0.48,12.65,1.1,djf,139.35,2.62,jja,6.69,0.59,0.09,-0.28,0.4,9.75,1.1,djf,122.0,2.31,mam,322.0,0.0,0.185,0.0,0.215,0.004,0.0,0.363,0.0,0.3,0.3,0.22,-0.07,0.26,0.26,1.863,0.361,0.421,0.057,0.569,0.269,0.144,0.18,0.014,vb,0.0,0.0,0.088,0.912,vbpy__,0.0,0.0,0.088,0.0,0.608,0.304,mob,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.09,0.432,0.087,0.0,0.0,0.0,0.0
39,215.509,289.957,269.238,708.745,106.618,108.422,18.4,264.0,199.488,0.901,0.56,6.0,0.51,0.09,-0.25,0.26,12.8,1.1,son,159.75,2.92,jja,4.31,2.52,0.58,-0.17,0.23,8.3,1.08,djf,151.35,2.73,mam,322.0,0.001,0.172,0.0,0.0,0.001,0.016,0.783,0.014,0.93,0.93,0.45,-0.01,0.61,0.61,1.087,1.0,0.404,0.134,0.763,0.116,0.121,0.085,0.011,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.676,0.324,hraun,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.481,0.084,0.193,0.234,0.007,0.0,0.0,0.0,0.0
40,142.876,491.355,375.385,1256.253,320.42,120.572,26.0,95.0,132.602,0.52,0.59,10.59,0.39,0.04,-0.27,0.38,12.0,1.11,son,140.95,2.64,jja,7.3,0.86,0.12,-0.25,0.34,9.7,1.07,,122.6,2.29,jja,322.0,0.0,0.238,0.0,0.269,0.0,0.0,0.39,0.0,0.44,0.43,0.3,-0.06,0.37,0.37,5.1,0.679,0.355,0.099,0.777,0.183,0.04,0.082,0.015,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,0.624,0.376,621,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.21,0.151,0.304,0.0,0.0,0.0,0.0,0.0
41,653.059,712.628,760.513,1438.989,348.176,340.403,47.8,24.0,180.762,0.604,0.39,3.29,0.71,0.21,-0.41,0.69,12.85,1.25,son,177.65,2.89,jja,3.31,0.49,0.15,-0.17,0.66,7.25,1.21,son,138.85,2.36,jja,322.0,0.042,0.455,0.005,0.045,0.001,0.0,0.449,0.003,1.02,1.02,0.37,-0.06,0.51,0.51,0.738,0.257,0.453,0.034,0.498,0.298,0.197,0.224,0.013,vb,0.011,0.0,0.025,0.964,vb__sr,0.011,0.0,0.025,0.964,0.0,0.0,gold,0.019,0.0,0.0,0.0,0.003,0.0,0.939,0.0,0.0,0.0,0.0,0.034,0.004,0.0,0.0,0.0
42,1054.007,591.223,594.748,1634.055,113.658,77.177,67.4,22.0,197.839,0.543,0.39,2.48,0.6,0.24,-0.23,0.59,14.2,1.21,son,207.95,3.23,jja,2.8,0.69,0.24,-0.24,0.58,12.6,1.17,djf,175.35,2.65,jja,322.0,0.006,0.257,0.0,0.001,0.011,0.0,0.527,0.198,0.83,0.83,0.44,-0.06,0.63,0.63,1.012,0.864,0.369,0.117,0.754,0.172,0.071,0.093,0.013,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.05,0.95,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.93,0.034,0.012,0.0,0.0,0.022,0.002,0.0,0.0,0.0,0.0
43,1185.107,999.65,1031.34,1231.075,273.464,39.886,66.0,25.0,189.091,0.589,0.59,5.65,0.47,0.08,-0.44,0.71,15.0,1.27,djf,162.6,2.69,jja,4.52,0.18,0.04,-0.35,0.7,11.05,1.16,djf,139.1,2.34,jja,335.0,0.0,0.199,0.0,0.63,0.054,0.0,0.094,0.018,0.12,0.12,0.11,-0.09,0.09,0.09,5.214,0.206,0.418,0.03,0.595,0.265,0.14,0.174,0.014,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,621,0.672,0.0,0.0,0.0,0.0,0.188,0.0,0.053,0.0,0.0,0.083,0.003,0.0,0.0,0.0,0.0
44,97.362,576.576,595.511,491.7,106.42,164.639,25.0,24.0,204.426,0.445,0.38,2.19,0.65,0.3,-0.21,0.57,15.45,1.16,son,220.55,3.5,jja,2.9,0.7,0.24,-0.23,0.59,11.8,1.15,djf,171.3,2.6,jja,332.0,0.0,0.603,0.0,0.0,0.001,0.0,0.313,0.005,0.27,0.27,0.25,-0.07,0.26,0.26,1.0,0.966,0.357,0.14,0.764,0.189,0.044,0.088,0.015,vb,0.0,0.0,0.0,1.0,vbpy__,0.0,0.0,0.0,0.0,1.0,0.0,gnew,0.0,0.0,0.0,0.0,0.0,0.804,0.0,0.07,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0
